systemloanid,loannumber,loanamount,termdays,interest,loan_interval,interest_interval,good_bad_flag,avg_loanamount,avg_paym_span_hrs,avg_active_span_days,avg_interest,max_loannumber,bank_name_clients,age,age_interval,state,customerid
301962634.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,9.0,35.5,3000.0,2.0,Multinational Banks,33.0,26-35,Lagos,8a858ec3582a54e201582e07faf51f0d
301985666.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,11.0,27.0,3000.0,1.0,GT Bank,37.0,36-40,Other,8a858e4456ced8470156d1fdea681a74
301963742.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,14000.0,15.2,14.2,2700.0,5.0,GT Bank,52.0,41-61,Lagos,8a858fe25b8c4e5c015b8ca60f8a23f6
301963099.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12857.142857142857,11.714285714285714,27.571428571428573,3114.285714285714,7.0,Multinational Banks,33.0,26-35,Other,8a858e69566ae5b8015674eb114d02a7
301988942.0,+4,10000.0,Other,750.0,10000,menos de 3000,Good,10000.0,11.5,9.666666666666666,1225.0,6.0,GT Bank,29.0,26-35,Lagos,8a858edd56236fc8015623c3a4f40467
302004013.0,+4,10000.0,30,2250.0,10000,menos de 3000,Good,11428.57142857143,13.571428571428571,31.571428571428573,3085.714285714286,7.0,Multinational Banks,41.0,41-61,Other,8a858f30551130db01552650061e4aa6
301987293.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,18.0,26.0,3000.0,1.0,Multinational Banks,29.0,26-35,Other,8a858e6c5c88d145015c92c49dec0023
301989081.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,13.0,32.0,3000.0,1.0,GT Bank,39.0,36-40,Lagos,8a858e395cb1d4d9015cb1e79d810892
301983128.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,5.0,14.0,1500.0,1.0,GT Bank,32.0,26-35,Lagos,8a858fcc5cf4a563015cf4d7285a1700
301985936.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,3.0,21.33333333333333,2000.0,3.0,GT Bank,39.0,36-40,Lagos,8a858edb5b8210eb015b85ca659f7bc4
301991150.0,+4,10000.0,30,3000.0,10000,3000,Bad,10000.0,13.75,35.5,2625.0,5.0,Multinational Banks,30.0,26-35,Lagos,8a858e175872e14e015876e1c25212de
301995201.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,10000.0,8.5,25.0,1500.0,2.0,GT Bank,52.0,41-61,Other,8a85881053bc33670153c1f814696fb8
301998410.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,16.0,13.0,1500.0,1.0,Multinational Banks,35.0,26-35,Other,8a858eab5cf9c4c8015d0c94428b2976
301989105.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,15000.0,15.333333333333334,25.166666666666668,3383.333333333333,6.0,Multinational Banks,35.0,26-35,Lagos,8a858fff5a36fe68015a37f8550a02a2
301996727.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,21.0,26.0,3000.0,1.0,GT Bank,43.0,41-61,Lagos,8a858fe45cd62cbf015cdc3635aa3ff0
302002166.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,18333.33333333333,7.333333333333333,24.5,3816.6666666666665,6.0,GT Bank,36.0,36-40,Other,8a8588f754a058cb0154b3b507dc1abe
301971413.0,+4,10000.0,30,2250.0,10000,menos de 3000,Good,12500.0,13.5,23.0,3062.5,4.0,Multinational Banks,32.0,26-35,Lagos,8a858ffc5b1f07ee015b1f4c95a13b04
301976390.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,4.0,14.0,1500.0,1.0,Multinational Banks,40.0,36-40,Lagos,8a858e1d5cd58f9e015ce610e19f13f4
301971610.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,11.5,23.0,2250.0,2.0,GT Bank,31.0,26-35,Lagos,8a858e105bd92644015be762bf10576f
301986178.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,8.0,15.0,1500.0,1.0,Multinational Banks,36.0,36-40,Other,8a858f6e5cb16eb9015cbfa6891845b2
301970972.0,+4,25000.0,30,2500.0,mas de 10000,menos de 3000,Good,20000.0,14.3,22.1,2872.5,10.0,Multinational Banks,37.0,36-40,Other,8a858f6055f96ad2015604e2b0530828
301973899.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,12.2,18.4,2700.0,5.0,Multinational Banks,43.0,41-61,Lagos,8a858ebb5aeb0312015aeb2fc1582084
301993967.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,23000.0,12.6,28.4,5000.0,10.0,Multinational Banks,32.0,26-35,Lagos,8a858f605623784501562ba579fb44dd
301986715.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,16.0,43.0,3000.0,1.0,Multinational Banks,44.0,41-61,Other,8a858e8d5bf2d0c1015bf34ffdc94e1a
301995505.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,19.0,20.0,1500.0,2.0,GT Bank,33.0,26-35,Lagos,8a858f955a61ad4e015a669234707a25
301977064.0,+4,10000.0,30,3000.0,10000,3000,Good,10000.0,8.4,27.2,2700.0,6.0,Multinational Banks,34.0,26-35,Other,8a85893d53f104eb015409d628cd0e46
301966449.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12500.0,9.75,20.5,3000.0,4.0,GT Bank,53.0,41-61,Other,8a858eac5b3ece95015b3ee7942e2457
301996617.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,14.0,9.0,1500.0,1.0,Multinational Banks,47.0,41-61,Lagos,8a858fdb5d19348a015d1cc7eb0e4d20
301977680.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,4.0,29.0,3000.0,1.0,GT Bank,42.0,41-61,Lagos,8a858e115c59a3e2015c59ebb25d238b
301971723.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,17.0,27.0,3000.0,1.0,GT Bank,43.0,41-61,Lagos,8a858e6c5c88d145015c8d19eb99041d
301964319.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,10333.333333333334,15.666666666666666,21.0,1858.3333333333333,3.0,GT Bank,38.0,36-40,Other,8a858f78550ba104015511a5d2a42485
302001217.0,0-4,10000.0,Other,1000.0,10000,menos de 3000,Good,10000.0,10.0,8.0,1500.0,1.0,GT Bank,42.0,41-61,Lagos,8a858e195af64338015af6bc45ef5aef
301970895.0,0-4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,10000.0,4.0,24.666666666666668,2500.0,3.0,Multinational Banks,38.0,36-40,Lagos,8a858efd5b39cf3d015b39dc39b20bc7
301995875.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,19.0,14.0,1500.0,1.0,GT Bank,45.0,41-61,Other,8a858ea35d2d2f62015d2e77719b60be
301992295.0,+4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,14.5,25.25,2625.0,4.0,Multinational Banks,43.0,41-61,Lagos,8a858f01589b6f8e01589bf33ffc492f
301960125.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,20000.0,13.25,12.833333333333334,2808.333333333333,12.0,Multinational Banks,38.0,36-40,Lagos,8a858f2e5876d7d0015880cff3b96d0c
301975252.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,0.0,16.0,1500.0,1.0,Multinational Banks,38.0,36-40,Other,8a858e375b347293015b3479e8930819
301993746.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,15.0,20.0,3000.0,1.0,GT Bank,41.0,41-61,Lagos,8a858e6a5cc6b1aa015cca236b471ea6
301988717.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,21.0,18.0,3000.0,1.0,GT Bank,44.0,41-61,Other,8a858ffa5ad810ff015ad82004960681
301967137.0,0-4,10000.0,30,2250.0,10000,menos de 3000,Good,10000.0,14.666666666666666,24.0,3000.0,3.0,GT Bank,33.0,26-35,Other,8a858ffb5b350b52015b386112da4435
301996413.0,+4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,13.0,25.75,2625.0,4.0,GT Bank,42.0,41-61,Other,8a858f30551130db01552671554c51bc
301971880.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,20.0,57.0,3000.0,1.0,Multinational Banks,38.0,36-40,Lagos,8a858ef45be99ccb015bea1e47041821
302003762.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,21.0,4.0,1500.0,1.0,Multinational Banks,33.0,26-35,Other,8a858f665d5b785d015d5e5a6fd504b7
301959878.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,13.0,7.0,1500.0,1.0,Multinational Banks,31.0,26-35,Lagos,8a858f2e5876d7d0015877a5e1385176
301988443.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,19.0,16.0,1500.0,1.0,Multinational Banks,28.0,26-35,Lagos,8a858f585cf9d48b015d0a258b75758a
301995023.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,15000.0,10.625,34.125,3487.5,8.0,GT Bank,39.0,36-40,Lagos,8a858faf56b7821c0156c7d9d39142a5
301980073.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,21.0,30.0,3000.0,1.0,GT Bank,44.0,41-61,Lagos,8a858f2e5c699f3a015c6e10b65607c9
301988651.0,+4,10000.0,30,3000.0,10000,3000,Bad,10000.0,17.2,34.6,3000.0,6.0,GT Bank,28.0,26-35,Other,8a858f98560bbe11015617e422ed44ad
301989739.0,+4,30000.0,30,3000.0,mas de 10000,3000,Good,20555.555555555555,13.88888888888889,22.22222222222222,3611.1111111111113,9.0,Multinational Banks,44.0,41-61,Lagos,8a858fe756939bbb0156993f3dda2d08
301980073.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,21.0,30.0,3000.0,1.0,GT Bank,44.0,41-61,Lagos,8a858f2e5c699f3a015c6e10b65607c9
301967136.0,+4,10000.0,30,2250.0,10000,menos de 3000,Good,10000.0,15.25,26.75,2812.5,4.0,Multinational Banks,36.0,36-40,Lagos,8a858e0a5a85cfaa015a89b1af345719
301989174.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,9.333333333333334,26.666666666666668,3000.0,3.0,Multinational Banks,34.0,26-35,Other,8a858fe55b013a0b015b066bda6811b0
301963036.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,4.5,19.0,2250.0,2.0,GT Bank,40.0,36-40,Other,8a858e045b495c30015b4f8417aa61c4
301962733.0,+4,15000.0,30,3375.0,mas de 10000,mas de 3000,Bad,12000.0,16.2,27.4,2840.0,6.0,Multinational Banks,44.0,41-61,Lagos,8a858e1e54e2aa5a0154e31e842130b6
301990956.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,11666.666666666666,13.166666666666666,27.0,2916.6666666666665,6.0,Multinational Banks,37.0,36-40,Other,8a858f155554552501555588ca2b3b40
301960959.0,+4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Bad,12500.0,15.0,11.25,1687.5,4.0,Multinational Banks,37.0,36-40,Lagos,8a858f2d5bfcf426015bfd6c3039495d
301960899.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,11.0,28.0,3000.0,1.0,GT Bank,32.0,26-35,Lagos,8a858eb45c11f9e4015c155381857c47
301985800.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,16.0,42.0,3000.0,1.0,GT Bank,29.0,26-35,Lagos,8a858f98560bbe110156217f2b324081
301991910.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,8.0,15.0,1500.0,1.0,GT Bank,36.0,36-40,Other,8a858e945bee08de015bf11c95f2045f
301995390.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,0.0,10.0,1500.0,1.0,Multinational Banks,38.0,36-40,Other,8a858e315cf48957015cf7f6197920b0
301992796.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,17.0,28.0,3000.0,1.0,Multinational Banks,49.0,41-61,Lagos,8a858f255cb1710a015cb56393f60d1b
301997741.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,20.0,41.0,3000.0,2.0,Multinational Banks,37.0,36-40,Lagos,8a858f495bcefdb9015bd2ab3dc72788
301988368.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,13.0,28.0,3000.0,1.0,GT Bank,40.0,36-40,Lagos,8a858f365668e43901566e4968220ae7
301994816.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,19444.444444444445,12.666666666666666,26.33333333333333,3538.8888888888887,9.0,Multinational Banks,45.0,41-61,Other,8a85895354a059690154be274bd235f2
302001832.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,11.0,12.0,1500.0,1.0,Multinational Banks,30.0,26-35,Other,8a858eb85c1be44c015c1c8e37dc38ae
301987635.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,29.0,3000.0,1.0,Multinational Banks,37.0,36-40,Other,8a858f6e5cb16eb9015cc459b4c20f43
301982074.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,10.666666666666666,14.666666666666666,3000.0,3.0,Multinational Banks,31.0,26-35,Other,8a858e9b5bcf8546015bcff969fd0f8f
301974331.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,17500.0,16.75,19.75,3487.5,8.0,GT Bank,36.0,36-40,Other,8a858f1f587161850158742ebbce53d8
301959871.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,12.0,29.5,3000.0,2.0,Multinational Banks,37.0,36-40,Other,8a858fb45bb59c21015bbb7beff83c2d
301968301.0,+4,15000.0,30,3375.0,mas de 10000,mas de 3000,Good,10000.0,11.0,26.25,2812.5,4.0,GT Bank,31.0,26-35,Lagos,8a858ec358dc5c130158e86849701295
301971320.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,27.0,3000.0,1.0,GT Bank,33.0,26-35,Other,8a858f9f5bd99987015bdc921fb36531
301968701.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.5,22.0,3000.0,2.0,Multinational Banks,36.0,36-40,Lagos,8a858ecb5bf33c30015bf3579f4e0e5b
301976288.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,11.0,13.0,3000.0,1.0,Multinational Banks,31.0,26-35,Lagos,8a8589045384bd83015399ab579042b9
301977975.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,16.0,9.0,1500.0,1.0,Multinational Banks,37.0,36-40,Lagos,8a858eaa55a0b8ae0155ca0b3ad43640
301973542.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,16428.571428571428,13.714285714285714,17.714285714285715,2926.785714285714,7.0,Multinational Banks,42.0,41-61,Other,8a858f0d5a859ac0015a88c53e791cad
301962062.0,0-4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,10000.0,11.666666666666666,11.333333333333334,1500.0,3.0,Multinational Banks,43.0,41-61,Other,8a858f2a5b3f2121015b4203882746ad
301979821.0,0-4,10000.0,Other,1125.0,10000,menos de 3000,Good,10000.0,9.0,7.666666666666667,1500.0,3.0,Multinational Banks,40.0,36-40,Lagos,8a858ec55b441639015b444e78b7361f
301986939.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,7.0,29.0,3000.0,1.0,GT Bank,43.0,41-61,Lagos,8a858f555cc65d60015cc8c9b8a84631
301971945.0,+4,10000.0,30,3000.0,10000,3000,Good,10000.0,0.0,27.75,1875.0,4.0,Multinational Banks,41.0,41-61,Lagos,8a858eed5756fb0e0157576dda0129e5
301960524.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Good,15000.0,12.0,25.5,3266.6666666666665,6.0,GT Bank,42.0,41-61,Lagos,8a858f6d59d116420159d25fddf45982
301994359.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,9.0,3.0,3000.0,1.0,Multinational Banks,39.0,36-40,Other,8a858fe05d421ff4015d4c87d2a21ceb
301988073.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,14.0,33.0,3000.0,2.0,Multinational Banks,42.0,41-61,Other,8a858e6a5bfd4b54015c0297d9ee75fb
302001099.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,17.0,32.5,3000.0,2.0,Multinational Banks,38.0,36-40,Lagos,8a858e54577679a90157778168922c23
302003264.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,8.333333333333334,25.33333333333333,1500.0,3.0,Multinational Banks,34.0,26-35,Other,8a858f8b5b630942015b631a8db21732
301980218.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,17000.0,11.444444444444445,28.55555555555556,3686.1111111111113,9.0,Multinational Banks,30.0,26-35,Other,8a858f61560bc0e501561be28ee203dc
301964734.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,24444.444444444445,6.111111111111111,27.77777777777778,4100.0,9.0,Multinational Banks,56.0,41-61,Lagos,8a858eda552adcc20155538395171da2
301990035.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,18.0,29.0,3000.0,1.0,GT Bank,47.0,41-61,Other,8a858e065ccb8bc0015cce72dd475bfc
301995774.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,18.5,15.5,2250.0,2.0,GT Bank,28.0,26-35,Other,8a858ef258d4a48b0158dac227745fc0
302000523.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,17142.85714285714,12.0,15.428571428571429,2250.0,7.0,Multinational Banks,37.0,36-40,Other,8a858e4e5b33db76015b33f2e41c1a9c
301966611.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,18750.0,15.25,6.75,3281.25,8.0,GT Bank,40.0,36-40,Lagos,8a858ff85bd93919015be27b9f421e8b
302003510.0,+4,15000.0,30,3375.0,mas de 10000,mas de 3000,Good,10000.0,11.0,29.625,3000.0,8.0,Multinational Banks,54.0,41-61,Other,8a858e765507208301552107bcd95612
301971006.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,4.0,29.0,3000.0,1.0,Multinational Banks,40.0,36-40,Other,8a858e785c8d9167015c90a6e2c45e08
301971846.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,16.0,32.0,3000.0,1.0,Multinational Banks,38.0,36-40,Lagos,8a858ed55c63db54015c6a16515241b9
301966209.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,13.4,12.4,2250.0,5.0,Multinational Banks,47.0,41-61,Lagos,8a858e885b68546c015b7238f22027ba
302002678.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,19.0,33.0,1500.0,1.0,GT Bank,32.0,26-35,Other,8a858e6d58b0cc520158b12136e119c8
301991179.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,11.0,12.0,3000.0,1.0,GT Bank,52.0,41-61,Lagos,8a858fbd5cd6054a015ce7f7d2fb32d5
302004050.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,11.5,9.0,3000.0,2.0,GT Bank,32.0,26-35,Lagos,8a858f0d5ca1cf54015ca237f4843b09
301966454.0,+4,60000.0,Other,8100.0,mas de 10000,mas de 3000,Good,32500.0,14.25,24.25,5533.333333333333,12.0,GT Bank,43.0,41-61,Other,8a85896653f0fed20154047ec0720b35
301983088.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,22.0,33.0,3000.0,1.0,Multinational Banks,46.0,41-61,Lagos,8a858e885c63d379015c6a56ebaf33b1
301985920.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,16.5,22.5,2250.0,2.0,GT Bank,39.0,36-40,Lagos,8a858eb85886bdc30158acf926932eda
301972727.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,13.0,0.0,1500.0,1.0,Multinational Banks,37.0,36-40,Other,8a858fca5c830943015c835e839e33a5
301983195.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,17.0,34.0,3000.0,1.0,GT Bank,39.0,36-40,Lagos,8a858ef255c55fd60155d8c4b6db454f
301984808.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,23.0,3000.0,1.0,Multinational Banks,39.0,36-40,Other,8a858fbc5cc666c8015cc67a0d541497
301995261.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,10.0,33.0,1500.0,3.0,Multinational Banks,30.0,26-35,Lagos,8a858fe45a7f52b1015a818bd5ad73a0
301970325.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,22.0,16.0,1500.0,1.0,GT Bank,41.0,41-61,Other,8a858edf5c69a538015c79f5c58d2e07
301965975.0,+4,10000.0,30,3000.0,10000,3000,Good,10000.0,11.833333333333334,22.83333333333333,2250.0,6.0,Multinational Banks,43.0,41-61,Other,8a858f7a58c218eb0158c43474d013a5
301961071.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Bad,14166.666666666666,10.166666666666666,21.33333333333333,1785.4166666666667,12.0,Multinational Banks,38.0,36-40,Other,8a8588f754a058cb0154ba36ffee5c96
301998235.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.0,27.0,3000.0,1.0,Multinational Banks,42.0,41-61,Other,8a858e105b434e9e015b437dbfab3920
302000410.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,13.5,27.5,2250.0,2.0,Multinational Banks,41.0,41-61,Other,8a858e9156e137c601570a050b355c99
301958565.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,15.0,16.0,1500.0,1.0,Multinational Banks,40.0,36-40,Lagos,8a858ee0560bc077015613b7551c61f6
301964620.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,12.666666666666666,17.333333333333332,2500.0,3.0,GT Bank,37.0,36-40,Lagos,8a858f0455d9feaf0155e51729974b16
302000673.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,13.0,19.0,2250.0,2.0,Multinational Banks,33.0,26-35,Other,8a858f1c5ca1e2f9015ca231612f359e
301994839.0,0-4,10000.0,Other,1125.0,10000,menos de 3000,Good,10000.0,8.666666666666666,12.0,1500.0,3.0,GT Bank,38.0,36-40,Lagos,8a858ea059cb30e40159cbb939584b95
301978686.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,19.0,3.0,3000.0,1.0,Multinational Banks,35.0,26-35,Lagos,8a858e6c5c88d145015c9caa6c0f328c
301970459.0,+4,25000.0,30,2500.0,mas de 10000,menos de 3000,Good,14375.0,13.625,28.875,3181.25,9.0,GT Bank,35.0,26-35,Other,8a858e6f5668e01701567fb07dcc076c
301983759.0,+4,20000.0,Other,1500.0,mas de 10000,menos de 3000,Good,10000.0,20.6,13.2,1640.0,5.0,Multinational Banks,32.0,26-35,Other,8a858e0a5668e69c01567edcd2bc2bf8
302004041.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,15.0,27.0,3000.0,1.0,GT Bank,44.0,41-61,Lagos,8a858fa25cfa127c015cfc1e527253b5
301989094.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,24642.85714285714,11.785714285714286,25.5,5341.071428571428,14.0,Multinational Banks,42.0,41-61,Lagos,8a858e7b55deef140155e4ec385d463c
302002427.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Good,15000.0,16.333333333333332,24.0,3627.777777777778,9.0,GT Bank,34.0,26-35,Lagos,8a858efb54ccb4820154cdc92e2239fc
301988205.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,27692.30769230769,11.384615384615383,23.692307692307693,3773.076923076923,13.0,GT Bank,39.0,36-40,Other,8a858e8d56b784480156b9e9f16a0420
301959402.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,18.0,0.0,1500.0,1.0,GT Bank,36.0,36-40,Lagos,8a858e0b5cfa2028015cfd224a806b9a
301963191.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,21.0,32.0,3000.0,1.0,Multinational Banks,31.0,26-35,Lagos,8a858fa257d8223c0157f60ebd4d310f
301962991.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Bad,22222.222222222223,14.11111111111111,30.11111111111111,5088.888888888889,9.0,GT Bank,29.0,26-35,Other,8a858f9d5668e3f101566a6e9722794c
301995957.0,+4,10000.0,30,3000.0,10000,3000,Good,11666.666666666666,15.5,28.166666666666668,2883.333333333333,6.0,GT Bank,39.0,36-40,Other,8a858e985885ff6d0158aa2ce6772cff
301977305.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,17142.85714285714,13.142857142857142,25.714285714285715,3657.142857142857,7.0,Multinational Banks,42.0,41-61,Lagos,8a858e1158dc4d830159015170547d02
301987891.0,+4,50000.0,30,2500.0,mas de 10000,menos de 3000,Good,20833.33333333333,13.666666666666666,21.416666666666668,3791.6666666666665,12.0,Multinational Banks,27.0,26-35,Other,8a858ed457e2e6960157e8097165236e
301970340.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,22.0,15.0,1500.0,1.0,Multinational Banks,36.0,36-40,Other,8a858f505c7e3a50015c7e8ccaa9285c
301977900.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Bad,22714.285714285717,12.714285714285714,27.714285714285715,4171.428571428572,14.0,Multinational Banks,46.0,41-61,Other,8a858f1554e29449015500deb58f1653
301980073.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,21.0,30.0,3000.0,1.0,GT Bank,44.0,41-61,Lagos,8a858f2e5c699f3a015c6e10b65607c9
301959793.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,12.0,23.5,2250.0,2.0,Multinational Banks,33.0,26-35,Lagos,8a858ea25bf369e4015bf72bd6e75e12
301997141.0,+4,50000.0,Other,7500.0,mas de 10000,mas de 3000,Good,23181.81818181818,10.818181818181818,26.818181818181817,5118.181818181818,12.0,GT Bank,44.0,41-61,Other,8a85896653e0641c0153e12a41c550c3
301991791.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,18750.0,16.25,20.125,2818.75,8.0,Multinational Banks,47.0,41-61,Other,8a858f5f55f82ae30155f91ba4250aea
301990871.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,2.0,12.0,3000.0,1.0,Multinational Banks,43.0,41-61,Other,8a858e675c3fe0a1015c52ff728c13e3
301974924.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,13.0,28.0,3000.0,1.0,Multinational Banks,28.0,26-35,Other,8a858fe95c88ee44015c8b93b7164cd4
301997417.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,17.0,29.0,3000.0,1.0,Multinational Banks,30.0,26-35,Other,8a858e525cac859d015cacebddac2d5c
301962322.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,15000.0,6.0,27.166666666666668,3266.6666666666665,6.0,GT Bank,36.0,36-40,Other,8a858f79588789bd015888469c4b2ee4
301994136.0,+4,10000.0,Other,1500.0,10000,menos de 3000,Good,12500.0,17.5,15.75,1562.5,4.0,Multinational Banks,41.0,41-61,Lagos,8a858edb5bd936e4015bdf8a95d7656a
301965710.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,22.5,21.5,2250.0,2.0,GT Bank,43.0,41-61,Lagos,8a858e245c214660015c2fec6a70058e
301990332.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,23636.36363636364,12.818181818181818,27.63636363636364,3531.818181818182,11.0,GT Bank,46.0,41-61,Other,8a85886e5410189001541480d8f83683
