customerid,bank_name_clients,age,state,age_interval
8a858e585693982b01569f23b93d4f5f,Multinational Banks,32,Lagos,26-35
8a858e5d57518f4601576a5b604c4adf,Multinational Banks,32,Other,26-35
8a858fb95b5d059d015b5d19f66e182b,GT Bank,42,Other,41-61
8a858e445cd56553015ce34cef646cf3,Multinational Banks,42,Other,41-61
8a858e7b55deef140155eef7677821d0,GT Bank,45,Lagos,41-61
8a858e5357d823010157e1248f816ec5,Multinational Banks,27,Other,26-35
8a858f7e5c213ef4015c21ca37fb3888,GT Bank,38,Lagos,36-40
8a858e8a5c1c14b8015c208abf11720a,Multinational Banks,49,Other,41-61
8a858e685adba68e015adc08c7934770,Multinational Banks,36,Other,36-40
8a858e6f5668e017015685eef7736a7d,Multinational Banks,32,Other,26-35
8a858e955aeb055e015aebee294a5a85,GT Bank,33,Other,26-35
8a858e215c7de5f2015c7ea18646502c,Multinational Banks,42,Lagos,41-61
8a858e495bf8527e015bf8cea92737d4,GT Bank,38,Lagos,36-40
8a858f085a477386015a47dc3a683d93,Multinational Banks,39,Other,36-40
8a858e105bd92644015bdd2f7a981936,GT Bank,44,Other,41-61
8a858eec5ca21dcb015ca2493dee1e2d,Multinational Banks,31,Lagos,26-35
8a858fd35b3ec939015b3ed2d4610f4f,Multinational Banks,35,Lagos,26-35
8a85890253e2f1180153e631a46d1051,Multinational Banks,37,Lagos,36-40
8a858e9b5972b8ec015974526b2b5b25,Multinational Banks,45,Lagos,41-61
8a858e5555780ea00155876191b967d5,Multinational Banks,33,Lagos,26-35
8a858fd3552c75620155525f87523b72,Multinational Banks,44,Other,41-61
8a858f4c5bc9eb48015bcb86cee34584,Multinational Banks,43,Other,41-61
8a858e5b5bd99460015be783dabb272f,Multinational Banks,36,Lagos,36-40
8a858f665c2142a0015c23cc8b1308f3,GT Bank,32,Lagos,26-35
8a858f665c2142a0015c3094c3c308dd,GT Bank,37,Other,36-40
8a858e655a047d1a015a142bd3e7145f,Multinational Banks,36,Other,36-40
8a858f01588603fa01588cac8678799a,GT Bank,30,Other,26-35
8a858f8a5acc54f5015acc5609080063,Multinational Banks,29,Lagos,26-35
8a85890253e2f1180153e56e89c93156,Multinational Banks,34,Other,26-35
8a858f3a58b5b0fe0158b6ca8db55766,Multinational Banks,37,Lagos,36-40
8a8588fd53e2e6cf0153f0a40aa33209,GT Bank,29,Other,26-35
8a858f0455d9feaf0155de3652a42b81,Multinational Banks,34,Lagos,26-35
8a858f8a558227f2015583bcbdc23caf,GT Bank,35,Lagos,26-35
8a858e6d5b252065015b2acdc061657c,Multinational Banks,52,Lagos,41-61
8a858899538ddb8e0153a780c56e34bb,GT Bank,44,Lagos,41-61
8a858e1c56dfea870156ebe73f462f80,Multinational Banks,39,Other,36-40
8a858f3455a0d8070155a7d4ff5b3345,Multinational Banks,48,Other,41-61
8a858fd3552c75620155484049c35a90,GT Bank,35,Other,26-35
8a8588ae53f1cb7c015401a930c45ad7,Multinational Banks,40,Other,36-40
8a858f2c59bc3fdd0159c76784c60d73,Multinational Banks,38,Lagos,36-40
8a858fd55c45ba15015c4b43ba2327ed,Multinational Banks,34,Other,26-35
8a858eaf582fd5aa01582ffc7e8b117f,Multinational Banks,34,Other,26-35
8a8589b953bc23f70153c72021c26a79,Multinational Banks,35,Other,26-35
8a858fc75b48cd91015b48db33c01405,GT Bank,34,Other,26-35
8a858fd75bb62bbe015bbdabe1721000,GT Bank,38,Other,36-40
8a858e66582a51a301583396652f58da,Multinational Banks,44,Other,41-61
8a858f2656e154de0156f96477c92a1e,Multinational Banks,37,Lagos,36-40
8a76e7d443e6e97c0143ed0a33375981,Multinational Banks,38,Other,36-40
8a858fa459e0a1340159e1414e8942cf,Multinational Banks,41,Other,41-61
8a858fea5b391cd7015b3936e1ca25c8,GT Bank,37,Other,36-40
8a858ee755a0c84a0155a3b5a9ab2308,Multinational Banks,46,Other,41-61
8a858e5d5c7e25b4015c7e443a870e39,Multinational Banks,40,Lagos,36-40
8a858f265cfa1a64015cfd2e33a75f92,Multinational Banks,48,Other,41-61
8a858e7c5b15cf3b015b16ca44495b40,Multinational Banks,42,Lagos,41-61
8a858f365668e439015672f9c5c80aa0,Multinational Banks,48,Other,41-61
8a858899538ddb8e01539a6c3e99691c,GT Bank,37,Lagos,36-40
8a858eba5c884d2a015c936df7c60af3,Multinational Banks,39,Lagos,36-40
8a858fdb5d19348a015d1cc7eb0e4d20,Multinational Banks,47,Lagos,41-61
8a858ee055ffbe17015602a7bc1c59f7,GT Bank,35,Other,26-35
8a858f1b5b256bc9015b2a8b75dc0b45,GT Bank,41,Lagos,41-61
8a858f15555455250155593c822b45f0,Multinational Banks,33,Other,26-35
8a858e675c3fe0a1015c415368c24fb1,Multinational Banks,43,Lagos,41-61
8a858ea555d9e6020155e65fe33d4af4,Multinational Banks,33,Other,26-35
8a858fce5bf8129c015bf8c5b6694438,Multinational Banks,37,Lagos,36-40
8a858e7e5b159af5015b159ee41e0440,Multinational Banks,44,Lagos,41-61
8a858f335cd0c78e015cd3f1dc417e7a,Multinational Banks,33,Other,26-35
8a858e6d58b0cc520158b1844b942e90,Multinational Banks,30,Other,26-35
8a858e345bd96da8015bda16d32d2f3e,Multinational Banks,35,Lagos,26-35
8a858e8d56b784480156b9e9f16a0420,GT Bank,39,Other,36-40
8a858f915cf8c38b015cf8c63c4800f6,Multinational Banks,45,Other,41-61
8a858fea5cc644ae015cc67ece482b6e,GT Bank,34,Lagos,26-35
8a858e675cc6685e015cc9b6072010b5,GT Bank,38,Other,36-40
8a8588f853b1b2d40153b54512b22405,Multinational Banks,42,Lagos,41-61
8a858e5a5a0477db015a090321902b92,Multinational Banks,53,Lagos,41-61
8a858f1f5c59cd91015c5dfb2dfb7d93,Multinational Banks,44,Other,41-61
8a858eba5b681df4015b70b3ca8b0f4c,GT Bank,36,Lagos,36-40
8a858fde56eb02280157096b41371091,GT Bank,36,Other,36-40
8a858f495beda5ee015bee2f3c4e51d7,Multinational Banks,32,Other,26-35
8a858f97594ab63d015978ba1184389f,GT Bank,34,Other,26-35
8a858f6c570f2d660157231c6d3e7037,GT Bank,42,Lagos,41-61
8a858eb35bd420f1015bd7e6ede02345,Multinational Banks,34,Lagos,26-35
8a858fa057e2a0a50157e2a506a70353,GT Bank,45,Lagos,41-61
8a858e865b48f46f015b48f927930769,GT Bank,37,Other,36-40
8a85886e54beabf90154cabe9155402d,GT Bank,34,Other,26-35
8a858e0256b781d80156cbcbc09a471c,Multinational Banks,33,Other,26-35
8a858f0e5a6171ba015a66d7eaf72453,Multinational Banks,42,Other,41-61
8a858faf55d95d930155f2801baa36e7,GT Bank,38,Other,36-40
8a858e685c217d36015c34a57d886783,GT Bank,53,Other,41-61
8a858e695d18c7a1015d1c3e840913e6,GT Bank,32,Other,26-35
8a858f3d5b4411b7015b45118d3e2534,Multinational Banks,37,Other,36-40
8a858f615591c2cc01559c85e34172bd,GT Bank,40,Lagos,36-40
8a858fda5c3b0f1c015c3f6b81446038,Multinational Banks,33,Other,26-35
8a858e10570f2d6501571f38cbfc725c,GT Bank,37,Lagos,36-40
8a858fcd5bd42c30015bd4c4a81b4025,Multinational Banks,43,Lagos,41-61
8a858ed55c63db54015c688ccdec0996,Multinational Banks,41,Other,41-61
8a858f2c58dc6e680158e2d0956179ca,GT Bank,33,Lagos,26-35
8a858e1e54e2aa5a0155059eabfa7cc1,GT Bank,34,Other,26-35
8a858e645591c24b0155a225e1e83960,Multinational Banks,52,Other,41-61
8a858f0056b7cf8e0156c16478137a36,Multinational Banks,33,Other,26-35
8a858fa25bd92c20015bdce8b15b239b,Multinational Banks,38,Lagos,36-40
8a858fc25c172499015c18614b6e3f30,Multinational Banks,37,Lagos,36-40
8a85893d53f104eb015409d628cd0e46,Multinational Banks,34,Other,26-35
8a858f435aa9712e015aab488ebc2491,Multinational Banks,30,Other,26-35
8a8589a7545186b1015453b6a01b196e,Multinational Banks,48,Lagos,41-61
8a858f615578136301558cd970840ea8,GT Bank,40,Lagos,36-40
8a858fad5ccb633e015ccbeb05ae2d2c,Multinational Banks,30,Lagos,26-35
8a858e2155defefd0155f51978645e36,Multinational Banks,27,Other,26-35
8a85893d53e2e2f30153ef9dfaf4133e,Multinational Banks,51,Lagos,41-61
8a858e185b4923b4015b49f7165a4acd,Multinational Banks,45,Other,41-61
8a858e4b5c831f02015c839d82442fc7,Multinational Banks,35,Other,26-35
8a858e5257d85fa40157ddeb16f322c3,GT Bank,32,Lagos,26-35
8a858fd05bfd7d3c015c0be492e56e29,GT Bank,36,Other,36-40
8a858ff459faa35f0159fb304ea230e6,GT Bank,30,Lagos,26-35
8a858efe5bca0a81015bcb07db2929c0,GT Bank,40,Other,36-40
8a858f585cf9d48b015d0c8b49993e4d,Multinational Banks,38,Lagos,36-40
8a858f57599e93060159a31ec1f63871,Multinational Banks,32,Lagos,26-35
8a858f365b2547f3015b2fab0f4f345b,Multinational Banks,33,Other,26-35
8a858ec65cc6352b015ccb2155a51d35,Multinational Banks,36,Other,36-40
8a858ff8582fcb8601583657888a1223,Multinational Banks,29,Other,26-35
8a8589a453bc422d0153c97956cb020d,GT Bank,46,Lagos,41-61
8a858eb45c11f9e4015c159f528b19ff,Multinational Banks,35,Other,26-35
8a858e475c127bce015c1537254d54f8,Multinational Banks,40,Other,36-40
8a858e1158dc4d830158f7bde4f47ea7,Multinational Banks,35,Other,26-35
8a858fb05d37685a015d3b62a3ec64ef,Multinational Banks,31,Other,26-35
8a858e195ccb3020015ccf6f378a0e9b,Multinational Banks,40,Other,36-40
8a8589a453bc422d0153c7b616f60646,GT Bank,36,Other,36-40
8a858ea45b35639b015b364dc0f72463,Multinational Banks,37,Other,36-40
8a858f335c8d9723015c9de697d52c35,Multinational Banks,31,Other,26-35
8a858e1c5bf7d78e015bf8040dfc1602,GT Bank,39,Lagos,36-40
8a858e785c8d9167015c9b35e2411165,Multinational Banks,34,Other,26-35
8a858f335c8d9723015c92c676494cd9,GT Bank,39,Lagos,36-40
8a858e9c5770cff9015770f870821891,Multinational Banks,28,Lagos,26-35
8a858f395b3968f6015b3970a22f0ba7,GT Bank,34,Other,26-35
8a858e445ca25ee3015ca6e3d4531f02,GT Bank,42,Lagos,41-61
8a858e64590ae20001592265cda16d7b,Multinational Banks,29,Other,26-35
8a858f935760a618015770289121231f,GT Bank,37,Other,36-40
8a858f99560bbe4501561ba1e2496884,Multinational Banks,40,Other,36-40
8a858fba5cd5feee015ce2e234b45c0c,Multinational Banks,30,Lagos,26-35
8a858f01589b6f8e01589bf33ffc492f,Multinational Banks,43,Lagos,41-61
8a858ecb5bf33c30015bf65181e41990,Multinational Banks,32,Lagos,26-35
8a858f545c887b44015c8c85008b06de,Multinational Banks,34,Other,26-35
8a858f6d5a7fef7d015a81cbcf5133e6,Multinational Banks,44,Other,41-61
8a858f9d5668e3f101567827de3b11f2,GT Bank,34,Lagos,26-35
8a858e905bf2fa58015bf4376b7b60a3,Multinational Banks,54,Lagos,41-61
8a858f5f5a83e8dc015a847ab68a5a08,Multinational Banks,38,Other,36-40
8a858e4f5929c3df0159420645f46f55,Multinational Banks,36,Lagos,36-40
8a858e035a187786015a18af59052988,Multinational Banks,54,Lagos,41-61
8a858faf5a28ca05015a31ca3ff82f16,Multinational Banks,28,Other,26-35
8a858e125a48129b015a49f571142de2,Multinational Banks,28,Other,26-35
8a858e2857d80e580157d836de5d2be6,Multinational Banks,42,Lagos,41-61
8a85886f54517ee001547fa349f870cd,Multinational Banks,38,Other,36-40
8a858fd3552c756201554516fae7359e,GT Bank,42,Lagos,41-61
8a858fea5751aefe015752a1053b569f,Multinational Banks,32,Other,26-35
8a858f665c45930d015c50b87343345d,GT Bank,42,Lagos,41-61
8a858f0e5a6171ba015a664da9bd5b28,Multinational Banks,40,Other,36-40
8a858e725c3ae262015c43c590b614f7,GT Bank,40,Lagos,36-40
8a858e2d5bb55d46015bc87e5f3d72b8,Multinational Banks,31,Lagos,26-35
8a858fbd5cd6054a015ce7f7d2fb32d5,GT Bank,52,Lagos,41-61
8a858e1e54e2aa5a0154e43dd98e059d,GT Bank,33,Other,26-35
8a858e705b3a03c7015b3d6aac0b7eb2,GT Bank,39,Other,36-40
8a858f5d5929e0fd015955a1888c516f,Multinational Banks,39,Other,36-40
8a858f935ca09667015ca0e50f083552,GT Bank,39,Other,36-40
8a858f4b55df0f530155ef9862fb1b92,Multinational Banks,27,Other,26-35
8a858eb858b1a6d20158bd0786483394,Multinational Banks,34,Other,26-35
8a858fb45b3eef19015b3fa969390cd3,GT Bank,37,Lagos,36-40
8a858e5856b7840c0156c7129a9c2618,GT Bank,42,Other,41-61
8a8589a453bc422d0153c82e861c34f1,Multinational Banks,50,Lagos,41-61
8a858f0455d9feaf0155f230b2e1680f,Multinational Banks,50,Other,41-61
8a858f465668e3d601566c0daeb24682,Multinational Banks,32,Lagos,26-35
8a858e705668e1670156810ee20960b7,Multinational Banks,58,Lagos,41-61
8a858ee55cb156e6015cbc1bccd03c5d,Multinational Banks,39,Lagos,36-40
8a858fa95c695f85015c779c6bb8403d,Multinational Banks,37,Other,36-40
8a858f055d0e3d8c015d0fecbb167722,Multinational Banks,41,Lagos,41-61
8a858e045b495c30015b497a0e1d0e09,Multinational Banks,39,Other,36-40
8a858fcd56b9f22c0156bc268ef56102,Multinational Banks,33,Other,26-35
8a85895054a061920154bc6d424318e0,GT Bank,40,Lagos,36-40
8a858e935b496584015b53d101793fbe,Multinational Banks,33,Other,26-35
8a858f465668e3d601568add9c6a4fe0,Multinational Banks,30,Lagos,26-35
8a858fb55cb15505015cb162a14d053b,Multinational Banks,36,Other,36-40
8a858e165cf9d8e3015d072f06823b83,Multinational Banks,38,Other,36-40
8a8588fd53c244bc0153c39d5d176514,GT Bank,39,Lagos,36-40
8a858fc75cd62882015cd635fb7f0393,GT Bank,41,Lagos,41-61
8a858f535bf336ac015bf403ba3d48b2,Multinational Banks,38,Other,36-40
8a858fc75cd62882015ce88b866c403f,Multinational Banks,29,Lagos,26-35
8a858f3355ae6a610155bb33f4d141b7,Multinational Banks,41,Lagos,41-61
8a858e0b5cfa2028015cfd224a806b9a,GT Bank,36,Lagos,36-40
8a858ee0564adc5001564ff69988109d,Multinational Banks,45,Lagos,41-61
8a858f635cd0112b015cd04879881d76,GT Bank,45,Lagos,41-61
8a858f335c8d9723015c9b9132b212e3,GT Bank,32,Other,26-35
8a858f6155781363015588da6be85231,Multinational Banks,37,Other,36-40
8a858e945bb0014b015bb526a9584a2d,Multinational Banks,40,Lagos,36-40
8a858e395cb1d4d9015cc01fc983325b,Multinational Banks,38,Other,36-40
8a858fa25be814a2015be81e409d0a14,Multinational Banks,40,Other,36-40
8a8588b75438f499015444b1adf70876,Multinational Banks,36,Other,36-40
8a858eab5cf9c4c8015d0008356e462f,GT Bank,32,Lagos,26-35
8a858ee25b34d796015b37d2907d394d,Multinational Banks,42,Other,41-61
8a858f6f5b3f095b015b4293c4775b80,Multinational Banks,40,Other,36-40
8a858f765a4e7c76015a5a9340ce2a38,GT Bank,40,Other,36-40
8a858e635bd8fe1e015bd93b5ecc1efe,Multinational Banks,49,Other,41-61
8a858fc75cd62882015cdb61263928d6,GT Bank,49,Lagos,41-61
8a858e8d5bf2d0c1015bf34ffdc94e1a,Multinational Banks,44,Other,41-61
8a858e2155defefd0155e88ca1b22485,Multinational Banks,29,Lagos,26-35
8a858e0c552ae0b801553548b39d0db2,GT Bank,31,Lagos,26-35
8a858e585beda464015bef3c04ba7d64,Multinational Banks,37,Lagos,36-40
8a858eda5c8863ff015c99a949894a7a,Multinational Banks,37,Other,36-40
8a858ff55b444a8c015b4493c6342f3a,Multinational Banks,33,Other,26-35
8a858f465668e3d601567defdbb90e5a,GT Bank,38,Other,36-40
8a858ee0560bc07701560f6f3ba9095e,Multinational Banks,36,Lagos,36-40
8a858f2656e154de0156fb12aedb3841,Multinational Banks,37,Other,36-40
8a858f415686c0ab0156929b0c541685,Multinational Banks,32,Other,26-35
8a858e185b4923b4015b4cd7cae6255f,GT Bank,33,Other,26-35
8a858ed55c63db54015c6a16515241b9,Multinational Banks,38,Lagos,36-40
8a858f545908094b0159122a4ef57509,Multinational Banks,44,Other,41-61
8a858e885c63d379015c73df54dc0822,Multinational Banks,36,Lagos,36-40
8a858e055ac84a51015ac9a10d857523,GT Bank,36,Lagos,36-40
8a858f2656e154de0156e3a87cdc45fb,Multinational Banks,29,Other,26-35
8a858f1a5ccb60ae015ccf1ac936487f,Multinational Banks,38,Other,36-40
8a858fd55c45ba15015c547556ac771e,Multinational Banks,35,Lagos,26-35
8a858e5f5a4d0511015a522ef53b26b4,Multinational Banks,38,Other,36-40
8a858f0f5bfd79d2015c0d8fe4de6296,GT Bank,30,Other,26-35
8a858f7e5c213ef4015c238dcbe76144,GT Bank,42,Other,41-61
8a858f8d5b632706015b63adf38a451e,Multinational Banks,37,Lagos,36-40
8a85889853f0fbaa0153fb9927346076,Multinational Banks,37,Lagos,36-40
8a858e345be813ea015be87d70855b44,Multinational Banks,35,Other,26-35
8a858e5357d823010157d845e8f71dcd,Multinational Banks,37,Lagos,36-40
8a858ee755a0c84a0155bd6f241f4319,GT Bank,32,Lagos,26-35
8a858e0156b782a10156bbef39622867,GT Bank,37,Lagos,36-40
8a858fcc5987800e01598784b60a00df,GT Bank,33,Other,26-35
8a858e445cd56553015cd94108ba7dc1,Multinational Banks,53,Other,41-61
8a858fa45bd95e9a015be131cdec35a8,Multinational Banks,36,Lagos,36-40
8a858e345a04f20b015a0b7763b67cf8,Multinational Banks,31,Lagos,26-35
8a858f1d5a848d2b015a84ac9d89217c,GT Bank,31,Lagos,26-35
8a858e945bfdb9e7015c03bfb0cb5b78,Multinational Banks,51,Lagos,41-61
8a8588fd53c244bc0153d0a82ef81fd7,GT Bank,33,Other,26-35
8a858e105bd92644015be472bab768c3,Multinational Banks,41,Other,41-61
8a858ec45577f83e01557e2434a2109f,GT Bank,31,Lagos,26-35
8a8588dd54a3ead30154aa7d6b092010,GT Bank,31,Lagos,26-35
8a85889853efa9ce0153f00d9efc24b3,GT Bank,41,Other,41-61
8a858f7958b0a4a80158b788cb270dda,GT Bank,28,Other,26-35
8a858e1d5cd58f9e015cde53c77b1274,GT Bank,33,Other,26-35
8a858e6f5668e017015692a82e0606e4,GT Bank,45,Other,41-61
8a858fe756939bbb0156afd209d97f15,GT Bank,33,Lagos,26-35
8a858e5a5be99e1c015bebdbc5d04739,GT Bank,34,Other,26-35
8a858f665d5b785d015d5e5a6fd504b7,Multinational Banks,33,Other,26-35
8a858e9b562dc748015630536c752aa4,Multinational Banks,30,Other,26-35
8a858ff25a13ebf6015a14d6527b7b05,Multinational Banks,47,Lagos,41-61
8a858f115cea8545015cee1518b54081,Multinational Banks,38,Other,36-40
8a858f1955b1c4df0155cfad79641b0a,GT Bank,51,Lagos,41-61
8a858e1d5b2510b2015b284ba968098f,GT Bank,28,Lagos,26-35
8a858e495d1e235c015d1e7b78531355,Multinational Banks,40,Lagos,36-40
8a858f0455d9feaf0155ee2126024371,Multinational Banks,42,Other,41-61
8a858fa25bd92c20015be4e23fd81404,Multinational Banks,37,Lagos,36-40
8a858eab5cf9c4c8015cfaeeb936440f,Multinational Banks,33,Lagos,26-35
8a858f605623784501562ba579fb44dd,Multinational Banks,32,Lagos,26-35
8a858f0a5bf3716c015bf74ec5a60dc8,GT Bank,30,Other,26-35
8a858e195d320ff1015d3211a37f011d,Multinational Banks,37,Lagos,36-40
8a858e94580afa7901581b3d4fc60798,Multinational Banks,35,Other,26-35
8a858e8d56b784480156b7d232f723a8,Multinational Banks,47,Other,41-61
8a858fb05989e30101598f2295ab21da,Multinational Banks,36,Other,36-40
8a858eb456e0b9490156fc26f9c434df,GT Bank,29,Other,26-35
8a858e5d5bf3454f015bf3c38c482aa5,Multinational Banks,30,Lagos,26-35
8a858e4157e2d76b0157ed77f17c017b,Multinational Banks,31,Lagos,26-35
8a858f155554552501555540a44f2fc8,Multinational Banks,38,Lagos,36-40
8a858f3455a0d8070155c059a8e9682c,GT Bank,37,Lagos,36-40
8a858e395cb1d4d9015cb6759fe27995,Multinational Banks,33,Other,26-35
8a858fde56eb02280156ff597b3933b2,Multinational Banks,28,Other,26-35
8a858fe45cd62cbf015cda05b84a7a6e,Multinational Banks,31,Other,26-35
8a858f0b5b5ddd79015b5dfc5b751844,Multinational Banks,38,Other,36-40
8a85881053bc33670153c842d8990da3,GT Bank,31,Lagos,26-35
8a858f6057e2dba50157ec38a3a84798,Multinational Banks,34,Other,26-35
8a858ee35b43ae27015b43b3f6d0059b,Multinational Banks,39,Other,36-40
8a858ffd5c8d343d015c9cab96843756,Multinational Banks,40,Lagos,36-40
8a858fa7590af88501592196d3045e65,Multinational Banks,41,Other,41-61
8a858e275b349e25015b34d29ff23232,GT Bank,35,Lagos,26-35
8a858f08582a51bc01582e506db60fd7,GT Bank,35,Other,26-35
8a858f725b49c0c0015b4a967c8421b2,Multinational Banks,40,Lagos,36-40
8a858957536752f3015375ad08686045,GT Bank,42,Other,41-61
8a858887545183ca01546142802e4b4e,Multinational Banks,52,Lagos,41-61
8a858e6c5c88d145015c9817fa35283d,Multinational Banks,41,Other,41-61
8a85898a53bc15600153c70d81d41919,Multinational Banks,41,Other,41-61
8a8589d754a05c0a0154a91416107984,GT Bank,36,Lagos,36-40
8a858f615aa951e2015aa957a59f07db,Multinational Banks,35,Other,26-35
8a858ffd5c8d343d015c9c25d0db72a3,GT Bank,32,Lagos,26-35
8a858e875c63d395015c6903770b542d,GT Bank,29,Other,26-35
8a858e6d58b0cc520158c326f17f257d,Multinational Banks,46,Lagos,41-61
8a858e495cef1ef1015cf33d14dd7935,GT Bank,36,Other,36-40
8a858fbf5b3a0b46015b3b423a5c7167,Multinational Banks,32,Other,26-35
8a858f075b58beb8015b598406815852,Multinational Banks,34,Other,26-35
8a858e705b3a03c7015b3d4d6eca680c,Multinational Banks,39,Other,36-40
8a858fa154e2912f0155112438744810,Multinational Banks,39,Other,36-40
8a858f275c451af5015c542ab90839e8,Multinational Banks,45,Other,41-61
8a858fe8555f401f0155656d56824aff,Multinational Banks,29,Lagos,26-35
8a858e105c1c09c8015c1fd4eb915326,Multinational Banks,36,Other,36-40
8a858ed55c63db54015c69710b6a0b37,Multinational Banks,38,Other,36-40
8a858fa55cc5dbbc015cc64148393bd5,Multinational Banks,34,Lagos,26-35
8a858ea4582fcdc80158436e031007b4,GT Bank,38,Lagos,36-40
8a858e0f5c45466f015c5469454d1227,Multinational Banks,28,Other,26-35
8a858feb55f82bbf0155f95ae54a1925,Multinational Banks,28,Other,26-35
8a858fea5cc644ae015cca478da95f5d,GT Bank,36,Lagos,36-40
8a858e0256b781d80156c1a32a2f3369,Multinational Banks,42,Other,41-61
8a858e195b90e512015b90f0a8f005d6,GT Bank,45,Lagos,41-61
8a858f0656b7820c0156bb8b83c8142a,GT Bank,37,Other,36-40
8a858fae59ac8f090159ac9a70b80cb8,Multinational Banks,35,Lagos,26-35
8a858e1d5cd58f9e015ceda4bdb63673,Multinational Banks,38,Lagos,36-40
8a858f945b006ef8015b0073905c123e,Multinational Banks,58,Lagos,41-61
8a858fce5c360eb7015c37df672c6263,Multinational Banks,40,Other,36-40
8a85890253e2f1180153eae33e5e6bc3,GT Bank,34,Lagos,26-35
8a858f9c56aaf37d0156b33ea59903c9,GT Bank,31,Other,26-35
8a858e245b680423015b6bf6df1d0f55,GT Bank,39,Lagos,36-40
8a858f1955b1c4df0155c19feb017f89,GT Bank,29,Lagos,26-35
8a8588f853b1b2d40153b20c9e9a0666,Multinational Banks,39,Other,36-40
8a858fbd5cd6054a015ce9193fac3819,GT Bank,48,Lagos,41-61
8a858e345bd96da8015be30e7a5a308f,GT Bank,36,Lagos,36-40
8a858ee05989e8dc01598a1083fa036e,GT Bank,38,Lagos,36-40
8a85888c548fb3d50154947fe59c32cf,Multinational Banks,36,Lagos,36-40
8a858eba5b681df4015b7c3d810c05ff,Multinational Banks,36,Other,36-40
8a858e6c5bd3fbff015bd408ac3e067a,GT Bank,40,Lagos,36-40
8a858ecc5a60be73015a60c1abbe0296,Multinational Banks,30,Lagos,26-35
8a858ebd5b254c8b015b25ac90581db3,Multinational Banks,32,Lagos,26-35
8a858e8b5a8a77a9015a8d99c3190691,Multinational Banks,34,Lagos,26-35
8a858e035693e0290156a22d652127a2,Multinational Banks,40,Other,36-40
8a858eb4588604f701589223c5ab045f,Multinational Banks,28,Lagos,26-35
8a858e585693982b01569523bc104609,Multinational Banks,30,Lagos,26-35
8a858e6c5c88d145015c97f3ff1724b0,GT Bank,36,Other,36-40
8a858fb95aa3c328015aa41ffd3336d5,Multinational Banks,43,Other,41-61
8a858f09583f9d20015840275cdc22b4,Multinational Banks,33,Other,26-35
8a858eed5af07cc4015af0cc483126df,Multinational Banks,31,Other,26-35
8a8588f5542eb0d40154334e0a670186,GT Bank,31,Other,26-35
8a858f955a6b4986015a6ff352ae57e5,Multinational Banks,34,Other,26-35
8a858e3d55ca3ef60155cef965907bdc,Multinational Banks,33,Lagos,26-35
8a858e4456ced8470156d1fdea681a74,GT Bank,37,Other,36-40
8a858f7e5c69a6e3015c779b5d6c03b8,GT Bank,42,Other,41-61
8a858ee05bcdea36015bcdffdd2e0a33,Multinational Banks,38,Other,36-40
8a858e445cd56553015ce919c86b2438,Multinational Banks,33,Other,26-35
8a858e64590ae200015930db55c7084a,GT Bank,35,Other,26-35
8a8589d7548fb3a8015494fcc5c34ab3,Multinational Banks,35,Other,26-35
8a858f0d5a859ac0015a859b8f0c0095,GT Bank,39,Other,36-40
8a858f545908094b01591c9388130f5d,Multinational Banks,58,Lagos,41-61
8a858f3e5885ffa301589243e9177b67,Multinational Banks,37,Other,36-40
8a858fa15b3443a1015b3460fbef252e,GT Bank,37,Lagos,36-40
8a8589d8548faed501549a0fd1d72170,Multinational Banks,43,Other,41-61
8a858f735aec46c4015af026256357b8,Multinational Banks,56,Lagos,41-61
8a858edc5c7e7da5015c819c15e372a8,GT Bank,32,Lagos,26-35
8a858e065ccb8bc0015ccca62cf83466,Multinational Banks,40,Other,36-40
8a858e79568ec7de01568fef5675374f,GT Bank,29,Other,26-35
8a858eac5ad81473015ad82f9d060702,GT Bank,43,Other,41-61
8a858f565b683b56015b7cc0ebfa510d,GT Bank,40,Other,36-40
8a858fd75bc96a6f015bcbabca4a7b4d,GT Bank,44,Lagos,41-61
8a858f335c8d9723015c93e33d5e77fe,Multinational Banks,29,Other,26-35
8a858f9c5a4817be015a4bb172de6f90,GT Bank,38,Lagos,36-40
8a858e2857e2df4c0157e37e90222d88,GT Bank,28,Other,26-35
8a858fca5c830943015c835e839e33a5,Multinational Banks,37,Other,36-40
8a858fb65b2020b2015b239674777bad,Multinational Banks,43,Lagos,41-61
8a858f475c11bc72015c1381706c10db,Multinational Banks,31,Lagos,26-35
8a858957536752f301537984cbf74bb2,Multinational Banks,31,Lagos,26-35
8a858fdd5d3268a5015d33a81747565a,Multinational Banks,31,Other,26-35
8a858f085b494826015b4982ca1f1a0c,GT Bank,44,Other,41-61
8a858e0a5668e69c01567e19e7626d39,Multinational Banks,32,Other,26-35
8a858eb456e0b9490156fb7018a91a1e,GT Bank,37,Lagos,36-40
8a858fe75be82695015be84134cd19b8,GT Bank,31,Lagos,26-35
8a858f2a5b3f2121015b3f5f26bb38c8,GT Bank,37,Other,36-40
8a858e3d55ca3ef60155db99ec76153d,Multinational Banks,36,Lagos,36-40
8a858f7d5578012a01557ba429787a5f,Multinational Banks,37,Other,36-40
8a858ffc5852f33d015857ef84051d76,Multinational Banks,27,Lagos,26-35
8a858e6458625423015866b8e3c20576,GT Bank,40,Lagos,36-40
8a858966538deb190153995769e748d1,GT Bank,35,Other,26-35
