customerid,bank_account_type,bank_name_clients,employment_status_clients,age,state
8a858fd3552c756201553429f77a7bbd,Savings,National Banks,Permanent,26-35,Other
8a858ee25b34d796015b37d2907d394d,Savings,Multinational Banks,Permanent,41-61,Other
8a858f6f5b3f095b015b4293c4775b80,Savings,Multinational Banks,,36-40,Other
8a858f765a4e7c76015a5a9340ce2a38,Savings,GT Bank,Permanent,36-40,Other
8a858eb45c11f9e4015c1221c18d103f,Savings,National Banks,Permanent,41-61,Lagos
8a858e635bd8fe1e015bd93b5ecc1efe,Savings,Multinational Banks,Permanent,41-61,Other
8a858f585bfd6341015c02b6bdef00d3,Savings,National Banks,Permanent,26-35,Lagos
8a858fc75cd62882015cdb61263928d6,Savings,GT Bank,,41-61,Lagos
8a858e8d5bf2d0c1015bf34ffdc94e1a,Savings,Multinational Banks,,41-61,Other
8a858e2155defefd0155e88ca1b22485,Other,Multinational Banks,Other,26-35,Lagos
8a858e0c552ae0b801553548b39d0db2,Other,GT Bank,Other,26-35,Lagos
8a858e585beda464015bef3c04ba7d64,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f365b2547f3015b30981af37cb7,Savings,National Banks,Permanent,41-61,Lagos
8a858eda5c8863ff015c99a949894a7a,Savings,Multinational Banks,Permanent,36-40,Other
8a858ff55b444a8c015b4493c6342f3a,Savings,Multinational Banks,Permanent,26-35,Other
8a858f465668e3d601567defdbb90e5a,Other,GT Bank,Permanent,36-40,Other
8a858ee0560bc07701560f6f3ba9095e,Savings,Multinational Banks,Other,36-40,Lagos
8a858f2656e154de0156fb12aedb3841,Savings,Multinational Banks,Permanent,36-40,Other
8a858f415686c0ab0156929b0c541685,Other,Multinational Banks,Permanent,26-35,Other
8a858e185b4923b4015b4cd7cae6255f,Savings,GT Bank,Permanent,26-35,Other
8a858ed55c63db54015c6a16515241b9,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f545908094b0159122a4ef57509,Savings,Multinational Banks,Permanent,41-61,Other
8a858e885c63d379015c73df54dc0822,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e035a60d2b0015a60dfa9a40831,Savings,National Banks,Permanent,36-40,Lagos
8a858e055ac84a51015ac9a10d857523,Savings,GT Bank,Permanent,36-40,Lagos
8a858f2656e154de0156e3a87cdc45fb,Other,Multinational Banks,Other,26-35,Other
8a858f1a5ccb60ae015ccf1ac936487f,Savings,Multinational Banks,Permanent,36-40,Other
8a858fd55c45ba15015c547556ac771e,Savings,Multinational Banks,,26-35,Lagos
8a858e5f5a4d0511015a522ef53b26b4,Savings,Multinational Banks,Permanent,36-40,Other
8a858e2d565657b101565c1f67be6de7,Other,National Banks,Other,41-61,Lagos
8a858f0f5bfd79d2015c0d8fe4de6296,Savings,GT Bank,,26-35,Other
8a858f7e5c213ef4015c238dcbe76144,Savings,GT Bank,Permanent,41-61,Other
8a858f8d5b632706015b63adf38a451e,Savings,Multinational Banks,,36-40,Lagos
8a85889853f0fbaa0153fb9927346076,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e345be813ea015be87d70855b44,Savings,Multinational Banks,Permanent,26-35,Other
8a858e5357d823010157d845e8f71dcd,Other,Multinational Banks,Other,36-40,Lagos
8a858ee755a0c84a0155bd6f241f4319,Savings,GT Bank,Permanent,26-35,Lagos
8a858e0156b782a10156bbef39622867,Other,GT Bank,Permanent,36-40,Lagos
8a858fcc5987800e01598784b60a00df,Savings,GT Bank,Permanent,26-35,Other
8a858e445cd56553015cd94108ba7dc1,Savings,Multinational Banks,,41-61,Other
8a858fa45bd95e9a015be131cdec35a8,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e345a04f20b015a0b7763b67cf8,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f1d5a848d2b015a84ac9d89217c,Savings,GT Bank,Permanent,26-35,Lagos
8a858e945bfdb9e7015c03bfb0cb5b78,Savings,Multinational Banks,Permanent,41-61,Lagos
8a8588fd53c244bc0153d0a82ef81fd7,Savings,GT Bank,Permanent,26-35,Other
8a858e105bd92644015be472bab768c3,Savings,Multinational Banks,Permanent,41-61,Other
8a858ec45577f83e01557e2434a2109f,Other,GT Bank,Permanent,26-35,Lagos
8a8588dd54a3ead30154aa7d6b092010,Savings,GT Bank,Permanent,26-35,Lagos
8a85889853efa9ce0153f00d9efc24b3,Other,GT Bank,Permanent,41-61,Other
8a858f7958b0a4a80158b788cb270dda,Savings,GT Bank,,26-35,Other
8a858e1d5cd58f9e015cde53c77b1274,Savings,GT Bank,Permanent,26-35,Other
8a858e6f5668e017015692a82e0606e4,Savings,GT Bank,Other,41-61,Other
8a858fe756939bbb0156afd209d97f15,Other,GT Bank,Permanent,26-35,Lagos
8a858e5a5be99e1c015bebdbc5d04739,Savings,GT Bank,Permanent,26-35,Other
8a858f665d5b785d015d5e5a6fd504b7,Savings,Multinational Banks,Permanent,26-35,Other
8a858e9b562dc748015630536c752aa4,Savings,Multinational Banks,Other,26-35,Other
8a858ff25a13ebf6015a14d6527b7b05,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f115cea8545015cee1518b54081,Savings,Multinational Banks,Permanent,36-40,Other
8a858f1955b1c4df0155cfad79641b0a,Other,GT Bank,Other,41-61,Lagos
8a858e1d5b2510b2015b284ba968098f,Savings,GT Bank,Permanent,26-35,Lagos
8a858e495d1e235c015d1e7b78531355,Savings,Multinational Banks,,36-40,Lagos
8a858f0455d9feaf0155ee2126024371,Other,Multinational Banks,Permanent,41-61,Other
8a858fa25bd92c20015be4e23fd81404,Savings,Multinational Banks,,36-40,Lagos
8a858eab5cf9c4c8015cfaeeb936440f,Savings,Multinational Banks,Other,26-35,Lagos
8a858f9f5bd99987015be7d0e0f4085f,Savings,National Banks,,41-61,Other
8a858f605623784501562ba579fb44dd,Other,Multinational Banks,Permanent,26-35,Lagos
8a858f0a5bf3716c015bf74ec5a60dc8,Savings,GT Bank,Permanent,26-35,Other
8a858e195d320ff1015d3211a37f011d,Savings,Multinational Banks,,36-40,Lagos
8a858e94580afa7901581b3d4fc60798,Savings,Multinational Banks,Permanent,26-35,Other
8a858e8d56b784480156b7d232f723a8,Other,Multinational Banks,Other,41-61,Other
8a858fb05989e30101598f2295ab21da,Savings,Multinational Banks,Permanent,36-40,Other
8a858eb456e0b9490156fc26f9c434df,Other,GT Bank,Other,26-35,Other
8a858e5d5bf3454f015bf3c38c482aa5,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e4157e2d76b0157ed77f17c017b,Other,Multinational Banks,Other,26-35,Lagos
8a858f155554552501555540a44f2fc8,Other,Multinational Banks,Other,36-40,Lagos
8a858f3455a0d8070155c059a8e9682c,Other,GT Bank,Permanent,36-40,Lagos
8a858e395cb1d4d9015cb6759fe27995,Savings,Multinational Banks,Other,26-35,Other
8a858fde56eb02280156ff597b3933b2,Other,Multinational Banks,Other,26-35,Other
8a858fe45cd62cbf015cda05b84a7a6e,Savings,Multinational Banks,Other,26-35,Other
8a858f0b5b5ddd79015b5dfc5b751844,Savings,Multinational Banks,Other,36-40,Other
8a85881053bc33670153c842d8990da3,Other,GT Bank,Permanent,26-35,Lagos
8a858f6057e2dba50157ec38a3a84798,Other,Multinational Banks,Other,26-35,Other
8a858ee35b43ae27015b43b3f6d0059b,Savings,Multinational Banks,Permanent,36-40,Other
8a858ffd5c8d343d015c9cab96843756,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f6055f96ad20156004e79324d0f,Other,National Banks,Other,36-40,Other
8a858fa7590af88501592196d3045e65,Savings,Multinational Banks,,41-61,Other
8a858e275b349e25015b34d29ff23232,Savings,GT Bank,Permanent,26-35,Lagos
8a858f08582a51bc01582e506db60fd7,Savings,GT Bank,Permanent,26-35,Other
8a858f725b49c0c0015b4a967c8421b2,Savings,Multinational Banks,,36-40,Lagos
8a858957536752f3015375ad08686045,Other,GT Bank,Permanent,41-61,Other
8a858887545183ca01546142802e4b4e,Savings,Multinational Banks,Other,41-61,Lagos
8a858e6c5c88d145015c9817fa35283d,Savings,Multinational Banks,Permanent,41-61,Other
8a85898a53bc15600153c70d81d41919,Savings,Multinational Banks,Permanent,41-61,Other
8a8589d754a05c0a0154a91416107984,Other,GT Bank,Permanent,36-40,Lagos
8a858f615aa951e2015aa957a59f07db,Savings,Multinational Banks,Permanent,26-35,Other
8a858ffd5c8d343d015c9c25d0db72a3,Savings,GT Bank,Permanent,26-35,Lagos
8a858e875c63d395015c6903770b542d,Savings,GT Bank,Other,26-35,Other
8a858e6d58b0cc520158c326f17f257d,Savings,Multinational Banks,,41-61,Lagos
8a858e495cef1ef1015cf33d14dd7935,Savings,GT Bank,Permanent,36-40,Other
8a858fbf5b3a0b46015b3b423a5c7167,Savings,Multinational Banks,Permanent,26-35,Other
8a858f075b58beb8015b598406815852,Savings,Multinational Banks,Permanent,26-35,Other
8a858e705b3a03c7015b3d4d6eca680c,Savings,Multinational Banks,,36-40,Other
8a858ff85bd93919015be5e2ee740cfe,Savings,National Banks,,26-35,Other
8a858fa154e2912f0155112438744810,Savings,Multinational Banks,Permanent,36-40,Other
8a858f275c451af5015c542ab90839e8,Savings,Multinational Banks,,41-61,Other
8a858fe8555f401f0155656d56824aff,Other,Multinational Banks,Other,26-35,Lagos
8a858e105c1c09c8015c1fd4eb915326,Savings,Multinational Banks,Permanent,36-40,Other
8a858ed55c63db54015c69710b6a0b37,Savings,Multinational Banks,Permanent,36-40,Other
8a858fa55cc5dbbc015cc64148393bd5,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ea4582fcdc80158436e031007b4,Other,GT Bank,Other,36-40,Lagos
8a858e0f5c45466f015c5469454d1227,Savings,Multinational Banks,Permanent,26-35,Other
8a858feb55f82bbf0155f95ae54a1925,Savings,Multinational Banks,Permanent,26-35,Other
8a858f2756cec0a30156d7a04f140afd,Other,National Banks,Other,26-35,Other
8a858fea5cc644ae015cca478da95f5d,Savings,GT Bank,Permanent,36-40,Lagos
8a858e0256b781d80156c1a32a2f3369,Other,Multinational Banks,Other,41-61,Other
8a858e195b90e512015b90f0a8f005d6,Savings,GT Bank,,41-61,Lagos
8a858f0656b7820c0156bb8b83c8142a,Savings,GT Bank,Other,36-40,Other
8a858fae59ac8f090159ac9a70b80cb8,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e1d5cd58f9e015ceda4bdb63673,Savings,Multinational Banks,Other,36-40,Lagos
8a858f945b006ef8015b0073905c123e,Savings,Multinational Banks,,41-61,Lagos
8a858fce5c360eb7015c37df672c6263,Savings,Multinational Banks,,36-40,Other
8a85890253e2f1180153eae33e5e6bc3,Savings,GT Bank,Permanent,26-35,Lagos
8a858f3e5885ffa301588dc197775826,Savings,National Banks,Permanent,41-61,Other
8a858f9c56aaf37d0156b33ea59903c9,Other,GT Bank,Other,26-35,Other
8a858fc15b68ba6a015b6bb340945999,Savings,National Banks,,41-61,Other
8a858e245b680423015b6bf6df1d0f55,Savings,GT Bank,,36-40,Lagos
8a858f1955b1c4df0155c19feb017f89,Savings,GT Bank,Permanent,26-35,Lagos
8a8588f853b1b2d40153b20c9e9a0666,Savings,Multinational Banks,Permanent,36-40,Other
8a858fbd5cd6054a015ce9193fac3819,Savings,GT Bank,Permanent,41-61,Lagos
8a858e345bd96da8015be30e7a5a308f,Savings,GT Bank,Permanent,36-40,Lagos
8a858ee05989e8dc01598a1083fa036e,Savings,GT Bank,Permanent,36-40,Lagos
8a85888c548fb3d50154947fe59c32cf,Other,Multinational Banks,Other,36-40,Lagos
8a858eba5b681df4015b7c3d810c05ff,Savings,Multinational Banks,Permanent,36-40,Other
8a858e6c5bd3fbff015bd408ac3e067a,Savings,GT Bank,,36-40,Lagos
8a858ecc5a60be73015a60c1abbe0296,Savings,Multinational Banks,,26-35,Lagos
8a858ebd5b254c8b015b25ac90581db3,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e8b5a8a77a9015a8d99c3190691,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e035693e0290156a22d652127a2,Other,Multinational Banks,Other,36-40,Other
8a858eb4588604f701589223c5ab045f,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e585693982b01569523bc104609,Other,Multinational Banks,Permanent,26-35,Lagos
8a858e6c5c88d145015c97f3ff1724b0,Savings,GT Bank,,36-40,Other
8a858fb95aa3c328015aa41ffd3336d5,Savings,Multinational Banks,Permanent,41-61,Other
8a858f09583f9d20015840275cdc22b4,Other,Multinational Banks,Permanent,26-35,Other
8a8588b754517d800154555019c36231,Savings,National Banks,Permanent,41-61,Other
8a858edb5a70bfe0015a74c641dc0122,Savings,National Banks,,41-61,Lagos
8a858eed5af07cc4015af0cc483126df,Savings,Multinational Banks,Permanent,26-35,Other
8a8588f5542eb0d40154334e0a670186,Other,GT Bank,Permanent,26-35,Other
8a858f955a6b4986015a6ff352ae57e5,Savings,Multinational Banks,,26-35,Other
8a858e3d55ca3ef60155cef965907bdc,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e4456ced8470156d1fdea681a74,Savings,GT Bank,Permanent,36-40,Other
8a858f7e5c69a6e3015c779b5d6c03b8,Savings,GT Bank,,41-61,Other
8a858ee05bcdea36015bcdffdd2e0a33,Savings,Multinational Banks,Permanent,36-40,Other
8a858e445cd56553015ce919c86b2438,Savings,Multinational Banks,,26-35,Other
8a858e64590ae200015930db55c7084a,Savings,GT Bank,Other,26-35,Other
8a8589d7548fb3a8015494fcc5c34ab3,Savings,Multinational Banks,Permanent,26-35,Other
8a858ee758b4c54a0158d307cc1d21ef,Other,National Banks,Permanent,41-61,Other
8a858f0d5a859ac0015a859b8f0c0095,Savings,GT Bank,Permanent,36-40,Other
8a858f545908094b01591c9388130f5d,Savings,Multinational Banks,,41-61,Lagos
8a858f3e5885ffa301589243e9177b67,Savings,Multinational Banks,,36-40,Other
8a858fa15b3443a1015b3460fbef252e,Savings,GT Bank,Permanent,36-40,Lagos
8a8589d8548faed501549a0fd1d72170,Other,Multinational Banks,Permanent,41-61,Other
8a858f735aec46c4015af026256357b8,Savings,Multinational Banks,,41-61,Lagos
8a858edc5c7e7da5015c819c15e372a8,Savings,GT Bank,Permanent,26-35,Lagos
8a858e065ccb8bc0015ccca62cf83466,Savings,Multinational Banks,,36-40,Other
8a858e79568ec7de01568fef5675374f,Other,GT Bank,Other,26-35,Other
8a858eac5ad81473015ad82f9d060702,Savings,GT Bank,Permanent,41-61,Other
8a858f565b683b56015b7cc0ebfa510d,Savings,GT Bank,Permanent,36-40,Other
8a858fd75bc96a6f015bcbabca4a7b4d,Savings,GT Bank,,41-61,Lagos
8a858f335c8d9723015c93e33d5e77fe,Savings,Multinational Banks,Permanent,26-35,Other
8a858f9c5a4817be015a4bb172de6f90,Savings,GT Bank,Permanent,36-40,Lagos
8a858e2857e2df4c0157e37e90222d88,Savings,GT Bank,Other,26-35,Other
8a858fca5c830943015c835e839e33a5,Savings,Multinational Banks,,36-40,Other
8a858ebc572e1e3a01572f517e505dc4,Other,National Banks,Other,26-35,Other
8a858fb65b2020b2015b239674777bad,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f475c11bc72015c1381706c10db,Savings,Multinational Banks,,26-35,Lagos
8a858957536752f301537984cbf74bb2,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858fdd5d3268a5015d33a81747565a,Savings,Multinational Banks,Permanent,26-35,Other
8a858f085b494826015b4982ca1f1a0c,Savings,GT Bank,Permanent,41-61,Other
8a858e0a5668e69c01567e19e7626d39,Savings,Multinational Banks,Other,26-35,Other
8a858eb456e0b9490156fb7018a91a1e,Other,GT Bank,Other,36-40,Lagos
8a858fe75be82695015be84134cd19b8,Savings,GT Bank,,26-35,Lagos
8a858f2a5b3f2121015b3f5f26bb38c8,Savings,GT Bank,Permanent,36-40,Other
8a858e3d55ca3ef60155db99ec76153d,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f7d5578012a01557ba429787a5f,Savings,Multinational Banks,Permanent,36-40,Other
8a858ffc5852f33d015857ef84051d76,Other,Multinational Banks,Permanent,26-35,Lagos
8a858e6458625423015866b8e3c20576,Savings,GT Bank,Permanent,36-40,Lagos
8a858966538deb190153995769e748d1,Other,GT Bank,Permanent,26-35,Other
8a858e64587161fb0158747ae0bf7292,Savings,Multinational Banks,Permanent,41-61,Other
8a858f305cb1ec4e015cbc9a5cf92a88,Savings,Multinational Banks,Permanent,26-35,Other
8a858e675c3fe0a1015c50d5ab897031,Savings,GT Bank,,36-40,Lagos
8a858e975aec3bc1015aed6218ec0220,Savings,Multinational Banks,,26-35,Other
8a858f0056b7cf8e0156bb2a7ff97987,Other,Multinational Banks,Other,36-40,Other
8a858f565b683b56015b7391c2617960,Savings,Multinational Banks,Permanent,26-35,Lagos
8a85883353d0c4e90153d24b9d0667bd,Other,GT Bank,Permanent,26-35,Lagos
8a858fd3552c75620155563fb5241458,Other,Multinational Banks,Permanent,26-35,Other
8a858f8e597cf3f40159837df1367cd9,Savings,Multinational Banks,Permanent,36-40,Other
8a858f5e5bedf32a015bf2003648194a,Savings,Multinational Banks,,36-40,Lagos
8a858fff5a28d297015a338c644f5053,Savings,Multinational Banks,Permanent,26-35,Other
8a858f065b1fe50a015b236489d57fb6,Savings,Multinational Banks,Permanent,41-61,Other
8a858ede5ca210f0015ca2d7fd614d59,Savings,Multinational Banks,Permanent,26-35,Other
8a858fd95c3b5bca015c3c09f9e82bd5,Savings,Multinational Banks,Permanent,26-35,Other
8a858e245b680423015b6d059cd13978,Savings,Multinational Banks,Permanent,26-35,Other
8a858ef95cf5154a015cf659212d26ce,Savings,GT Bank,Other,26-35,Lagos
8a858f2c59bc3fdd0159c69c632b7d9c,Savings,Multinational Banks,Permanent,26-35,Other
8a858e095c59b91b015c5e5cea3719bc,Savings,GT Bank,Permanent,26-35,Lagos
8a858f0056b7cf8e0156d23f675016f3,Savings,Multinational Banks,Other,41-61,Other
8a858ff35c5f4d1d015c6379bbcf0adc,Savings,GT Bank,Permanent,41-61,Other
8a858fd3552c7562015548e2d7327a53,Other,National Banks,Permanent,41-61,Lagos
8a858ed75732b681015733b076635f39,Other,Multinational Banks,Other,26-35,Lagos
8a8589f853f100fb01541386c815605e,Other,Multinational Banks,Permanent,41-61,Lagos
8a858ea85d0e7ed2015d118961d67285,Savings,GT Bank,,41-61,Other
8a858e645654fdc4015660f5f3593a9f,Other,GT Bank,Permanent,26-35,Lagos
8a858fa3551e78cb015529b4a6b34007,Other,GT Bank,Permanent,36-40,Other
8a858e0c5bf343de015bf734d8c57f92,Savings,GT Bank,Permanent,26-35,Other
8a858fd3552c7562015544b88c3a31a3,Savings,Multinational Banks,Other,41-61,Other
8a8588dc536a1413015381dd2a4f3c5f,Other,Multinational Banks,Permanent,41-61,Lagos
8a858e5254ccb8c00154ccf3e9e5092e,Other,National Banks,Permanent,26-35,Other
8a858f0455d9feaf0155de5fb2393a0c,Savings,Multinational Banks,Other,26-35,Other
8a858e935afae66a015afae9e2e601f4,Savings,GT Bank,Permanent,41-61,Lagos
8a858e775c362114015c36e932dd35ae,Savings,National Banks,Permanent,26-35,Lagos
8a858fb25d84a543015d883e60493b62,Savings,GT Bank,,41-61,Other
8a858f1e5cc4bc81015cc54972fb52d1,Savings,National Banks,Permanent,36-40,Other
8a858e3d570f30bb01571e88fc45384b,Savings,Multinational Banks,Other,36-40,Lagos
8a858fa5552add5d015549642f1b4d49,Other,GT Bank,Other,36-40,Other
8a858e7c588604a40158a4fb616a3a9a,Savings,Multinational Banks,Permanent,36-40,Other
8a858f045c108b7c015c109f13660832,Savings,Multinational Banks,Permanent,41-61,Other
8a858f335c8d9723015c9cef3ef85af2,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f345c172fb3015c17dbd31a2d7c,Savings,Multinational Banks,,41-61,Lagos
8a858f7c5be8dc45015be94efc9a520c,Savings,Multinational Banks,,41-61,Other
8a8589ec542eaa890154302eec276194,Other,GT Bank,Permanent,36-40,Other
8a858e705668e16701568e128474421a,Other,Multinational Banks,Permanent,36-40,Other
8a858e6059e0a7080159ecaeb62460bb,Savings,GT Bank,,41-61,Other
8a858ecc57b9184b0157bd7491b650ec,Savings,GT Bank,Permanent,41-61,Lagos
8a858f085bcf44be015bd30eaa241e6e,Savings,Multinational Banks,,36-40,Lagos
8a858f7a5d41fd47015d466672e123e0,Savings,Multinational Banks,Permanent,41-61,Other
8a858f265b1416a5015b145705f24eb2,Savings,Multinational Banks,Permanent,41-61,Other
8a8589a453bc422d0153c79866fb760d,Other,Multinational Banks,Permanent,41-61,Lagos
8a85882653bc51f50153cc4e2899446b,Other,Multinational Banks,Other,36-40,Other
8a858e0458c1f4620158d00068ba7049,Savings,Multinational Banks,,41-61,Other
8a858e965b5e1b91015b608e62345989,Savings,,Permanent,41-61,Lagos
8a858e3654e2a82401550631bfcd571d,Other,Multinational Banks,Permanent,41-61,Lagos
8a8589ec54517bf901547cc944a27d52,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858fab5b9105dc015b975e594e394a,Other,Multinational Banks,Permanent,36-40,Other
8a858ed95cc5bd6b015cc5e4371b13ee,Savings,GT Bank,,41-61,Lagos
8a858f2f5a04ac4f015a0e30386456a2,Savings,GT Bank,Permanent,36-40,Lagos
8a858f5e5566567d0155725ac7ea3c08,Other,Multinational Banks,Permanent,41-61,Other
8a858f545908094b01591185749d6f25,Savings,National Banks,Permanent,26-35,Lagos
8a858f665c2142a0015c31b5bb7910ca,Savings,Multinational Banks,Permanent,41-61,Other
8a858fa459e0a1340159e72274ca3969,Savings,Multinational Banks,Permanent,36-40,Other
8a85882c546ba83501547619cd377b69,Savings,Multinational Banks,Other,36-40,Other
8a858f1959d4ea4d0159d56ed9c448f1,Savings,Multinational Banks,,41-61,Other
8a858fd55c45ba15015c53a888e50be7,Savings,GT Bank,Permanent,36-40,Lagos
8a858e785c8d9167015c95a0bee46469,Savings,National Banks,Permanent,26-35,Other
8a858eb75c21a2b9015c2ba0610e5061,Savings,GT Bank,Permanent,36-40,Other
8a858e3d5c3b5122015c3f19525a05d4,Savings,GT Bank,Permanent,41-61,Other
8a858e4b5cb1e4d7015cb2c1a0f4204c,Savings,Multinational Banks,Permanent,41-61,Other
8a858fa057e2a0a50157ec721ce6096c,Other,Multinational Banks,Other,41-61,Other
8a858e945bfdb9e7015c0ccf952b0d3e,Savings,Multinational Banks,Permanent,41-61,Other
8a858e9b560bbd6301560bd6568f0312,Savings,Multinational Banks,Permanent,41-61,Other
8a8588235384a58d01538faa46246121,Other,GT Bank,Permanent,26-35,Other
8a858e4e5b33db76015b33f2e41c1a9c,Savings,Multinational Banks,Permanent,36-40,Other
8a858ed6557802d20155781a66d80cbc,Other,GT Bank,Other,26-35,Other
8a858eee5872716901587b2be55c4193,Savings,GT Bank,Permanent,26-35,Lagos
8a858eaa55a0b8ae0155c7152bd3607e,Other,Multinational Banks,Other,36-40,Other
8a858f375cef1cbc015ceff67d505f59,Savings,Multinational Banks,,26-35,Lagos
8a858f935760a6180157656412854b07,Other,Multinational Banks,Permanent,26-35,Other
8a858f5e5cb23c77015cb5bd8faa5173,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858edc554f009d01554ff6eb224b42,Savings,Multinational Banks,Other,36-40,Lagos
8a858fa257d8223c0157f60ebd4d310f,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f3d5add42e2015ae0d08df06d16,Savings,GT Bank,,41-61,Lagos
8a858f4d5b809e68015b81066a333b6b,Savings,GT Bank,Permanent,41-61,Lagos
8a858fb1563219690156451133cc037c,Other,GT Bank,Other,36-40,Other
8a858fc75cd62882015ceb58d8344b47,Savings,GT Bank,,36-40,Lagos
8a858fe55656a93801565f38ead003e0,Savings,GT Bank,Other,26-35,Other
8a858fa95c695f85015c722c61b67dce,Savings,GT Bank,Permanent,36-40,Lagos
8a858e035693e02901569ae180f14f8b,Savings,GT Bank,Other,26-35,Other
8a858f5e5992fa95015993bf8b2f5694,Savings,Multinational Banks,,36-40,Other
8a858e985b1de32c015b1ed1acf57e0f,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ec05a9535db015a9d60ebd114d4,Savings,Multinational Banks,Permanent,26-35,Other
8a858fb75cf4b2bd015cf7d0dda60b7c,Savings,GT Bank,Permanent,41-61,Other
8a858f565b683b56015b724f43c25b8e,Savings,Multinational Banks,Permanent,36-40,Other
8a858e985ccb51e8015ccf5370fe5128,Savings,Multinational Banks,,41-61,Other
8a858fdd5800dc77015807ca70d501e3,Other,Multinational Banks,Permanent,26-35,Lagos
8a858fb15d41fc6b015d420039ec015f,Savings,GT Bank,Permanent,36-40,Lagos
8a858e0256b781d80156c3064ab92fae,Savings,National Banks,Other,41-61,Lagos
8a858f505c7e3a50015c8186327f1fc8,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f9f5bd99987015bda1a212c2cb6,Other,GT Bank,Permanent,41-61,Other
8a858e985885ff6d01588c63a76e3a74,Savings,Multinational Banks,Permanent,26-35,Other
8a858e705668e16701568b566c6857c5,Other,GT Bank,Other,41-61,Lagos
8a858eea5a854c79015a856b30d10f99,Savings,Multinational Banks,Permanent,36-40,Other
8a858e3a54e3370201552642ce7830c8,Other,National Banks,Permanent,41-61,Lagos
8a858ee25a3bbf82015a3c7908d04c23,Savings,Multinational Banks,Permanent,41-61,Other
8a858f2a5b3f2121015b4203882746ad,Savings,Multinational Banks,,41-61,Other
8a858f375cef1cbc015cf034009e7436,Savings,Multinational Banks,,41-61,Other
8a858f0d5a859ac0015a88c53e791cad,Savings,Multinational Banks,,41-61,Other
8a858e065ccb8bc0015cce72dd475bfc,Savings,GT Bank,Permanent,41-61,Other
8a858fb559b64f410159b6d8b6ed48f4,Other,National Banks,Permanent,41-61,Other
8a858f965bb63a25015bc8aebd3b4b64,Savings,National Banks,Permanent,41-61,Other
8a858f08582a51bc01582e67a7e115a2,Other,Multinational Banks,Other,41-61,Lagos
8a858f535c357042015c358627551358,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f6a5d1e09b3015d2748857c7088,Savings,GT Bank,Permanent,26-35,Other
8a858e005c2154c2015c2c44a86e0eaf,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e985ccb51e8015ccba1306828ff,Savings,GT Bank,Permanent,41-61,Other
8a858f3f5c35c74a015c38ba4efc74cb,Savings,GT Bank,Permanent,36-40,Other
8a858f3e589c406101589f9f803e439a,Savings,Multinational Banks,Permanent,41-61,Other
8a858e345a8ac48f015a8ec9267c7074,Savings,GT Bank,Permanent,41-61,Other
8a85886e54101890015410e563b4325b,Savings,GT Bank,Permanent,36-40,Lagos
8a858ea75cef5535015cf37324bc186a,Savings,National Banks,Permanent,41-61,Other
8a858f975c4582c4015c58df29937df8,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858fab5b9105dc015b9c57408c68dc,Savings,Multinational Banks,,41-61,Other
8a858fa158d4a6c00158f0024f7b611b,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858faf56939fea015698f52c0b0e5b,Other,National Banks,Permanent,36-40,Lagos
8a858f30551130db01552563f6780605,Other,GT Bank,Permanent,26-35,Lagos
8a858e885c63d379015c6cccc09b5b7a,Savings,Multinational Banks,,26-35,Other
8a858e1158dc4d8301590729328d2857,Savings,GT Bank,Permanent,36-40,Lagos
8a858f925bec9b74015bece5fdc43462,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858ed1594a282f0159645dd0d84491,Savings,Multinational Banks,Permanent,41-61,Lagos
8a818823525dceef01525deda2480384,Savings,Multinational Banks,Other,41-61,Other
8a858e325b3e903a015b3eb4ce4b2882,Savings,GT Bank,,26-35,Lagos
8a858fc75cd62882015cdf944e017b50,Savings,GT Bank,Permanent,26-35,Lagos
8a858e195b90e512015b9312936863cf,Savings,Multinational Banks,Permanent,36-40,Other
