customerid;birthdate;EDAD;bank_account_type;longitude_gps;latitude_gps;Columna2;bank_name_clients;bank_branch_clients;employment_status_clients;level_of_education_clients
8a858e935cd522f5015cd52dfd3f0936;22/06/1983;39;Savings;33.988.133;65.920.583;;Zenith Bank;;Permanent;
8a2ac4745091002b0150a144bcbe58b7;06/02/1986;36;Other;85.691.829;11.975.772;;GT Bank;;Permanent;
8a8588fd53e2e6cf0153ec45be7c1613;01/07/1990;32;Savings;34.031.463;65.078.762;;GT Bank;;Permanent;Graduate
8a858fcc5cf4a563015cf569a33249a9;30/12/1989;33;Savings;75.008.676;89.807.033;;UBA;;Permanent;
8a858e0d58625b41015862eadbe32d73;03/05/1982;40;Savings;33.006.553;67.034.117;;Stanbic IBTC;;Permanent;Graduate
8a858eaa55a0b8ae0155ca0b3ad43640;22/05/1985;37;Other;34.816.833;66.442.683;;Access Bank;;Self-Employed;
8a858eb554d4ccaf0154dcf634184f6e;18/09/1983;39;Savings;56.158.961;63.255.257;;Zenith Bank;;Permanent;
8a858ef45bcf0c76015bd27a6eed6adc;03/03/1979;43;Savings;33.000.261;6.487.794;;First Bank;;Permanent;
8a858ef258d4a48b0158e9fb404a4f72;25/05/1980;42;Savings;33.672.682;6.523.465;;First Bank;;Permanent;
8a858e3654e2a824015500c98d76622f;14/02/1980;42;Other;85.582.583;119.959.369;;Access Bank;;Permanent;
8a85893d53f104eb01540f07d008224d;17/01/1967;55;Other;33.426.767;71.344.367;;EcoBank;;Self-Employed;Secondary
8a858e7c587f3319015882b4fa1a157a;26/03/1988;34;Savings;39.437.442;69.560.989;;Diamond Bank;;Permanent;
8a858e045cd5b1d6015ce312a2775743;05/04/1991;31;Savings;33.661.414;66.067.704;;GT Bank;;Permanent;
8a858f875cedcb03015cedea256e1bd5;31/01/1979;43;Savings;51.950.625;56.064.228;;GT Bank;;Permanent;
8a858f0a56ffda56015709b8507a0abb;23/06/1983;39;Savings;84.578.099;120.741.656;;GT Bank;;Permanent;
8a858f055b15b8d3015b164758eb3a24;10/10/1976;46;Savings;38.179.633;74.293.217;;Access Bank;;;
8a858fc15b68ba6a015b7364beb20e51;16/06/1981;41;Savings;34.792.062;66.404.282;;First Bank;;Permanent;
8a858e3a54e33702015525824932748f;10/10/1988;34;Other;39.368.801;68.388.343;;First Bank;;Permanent;
8a8588fd53e2e6cf0153ec3302de1278;05/09/1981;41;Other;3.361.708;65.500.895;;Skye Bank;;Permanent;Graduate
8a858efb54ccb4820154cd9bf5382fba;06/04/1982;40;Savings;33.072.619;66.659.901;;UBA;;Self-Employed;Graduate
8a858fa4552add9f01553e7f443c4214;14/11/1982;40;Savings;398.155.899;214.289.697;;Keystone Bank;;Permanent;Graduate
8a858f185b42f6f1015b4304bd7a0bfa;20/02/1991;31;Savings;32.950.009;66.096.638;;GT Bank;;Permanent;
8a858e165cf9d8e3015cfffb0c61459f;29/10/1993;29;Savings;67.295.048;62.024.388;;Zenith Bank;;Permanent;
8a858e9059ff9e79015a0246bf7c4f02;23/08/1989;33;Savings;33.872.573;65.087.995;;GT Bank;;Permanent;
8a858e645654fdc401565f15ee130fde;26/02/1981;41;Savings;75.770.345;90.250.799;;Fidelity Bank;;Self-Employed;Graduate
8a8589f853f100fb015410f0ae5738e2;10/06/1985;37;Savings;124.453.692;9.262.041;;Zenith Bank;;Self-Employed;
8a85882653bc51f50153c1b4a0127f64;27/02/1984;38;Other;73.922.067;64.734.783;;First Bank;;Permanent;Post-Graduate
8a858f725b49c0c0015b520763bc7ee4;12/03/1987;35;Savings;74.938.109;64.792.983;;Access Bank;;Student;
8a858eec5aaf010c015ab23a55167a3a;15/04/1982;40;Savings;67.359.887;7.808.347;;Skye Bank;;Permanent;
8a858eda5c8863ff015c8a0c1f1f528a;12/06/1982;40;Savings;69.905.518;48.285.522;;GT Bank;;Permanent;
8a858f735c161bda015c164752961cc9;10/05/1975;47;Savings;33.750.615;65.367.743;;First Bank;;Permanent;
8a858e6b5ccb6ea8015ccf29e82b1b24;15/03/1970;52;Savings;32.737.031;66.045.032;;EcoBank;;Permanent;
8a858f2b5998268e01599c8bf5897815;27/07/1991;31;Savings;34.685.195;64.366.595;;First Bank;;Permanent;
8a858e5b5ca767e1015ca810b22e2d3e;07/04/1983;39;Savings;32.553.767;668.769;;GT Bank;;Permanent;
8a8589595384a853015395639a276821;01/09/1994;28;Savings;85.599.615;77.266.985;;Zenith Bank;;Student;Secondary
8a858f335c8d9723015c9706f48f4116;14/05/1985;37;Savings;33.314.093;71.385.871;;GT Bank;;Permanent;
8a8588b75438f49901544510041e0951;16/01/1980;42;Other;33.428.075;65.424.114;;Zenith Bank;;Permanent;Graduate
8a8588fd53f1099e0154046cf0b95f16;18/05/1984;38;Savings;33.815.688;65.838.082;;UBA;;Permanent;
8a858f4f5511dca201552520822d5721;11/11/1981;41;Other;51.890.928;76.196.805;;GT Bank;;Permanent;
8a858f5e5cb23c77015cbff5e90f24da;28/10/1987;35;Savings;3.359.195;65.112.718;;Diamond Bank;;Permanent;
8a858e885b68546c015b70bc09dd7ad1;06/08/1988;34;Savings;75.614.558;89.945.476;;GT Bank;;Unemployed;
8a8588b75438f49901544510041e0951;16/01/1980;42;Other;33.428.075;65.424.114;;Zenith Bank;;Permanent;Graduate
8a85892e5425ad2001542d2827756546;22/03/1994;28;Savings;34.006.852;64.510.174;;GT Bank;;Student;Secondary
8a858f375b493337015b4db76b0752cd;14/02/1989;33;Savings;69.565.648;65.247.847;;Access Bank;;;
8a858f5b5a4d538e015a501ba52552ea;04/09/1988;34;Savings;34.328.024;679.345;;UBA;;Permanent;
8a858faa56dffac60156e220912a0f6d;05/03/1980;42;Other;33.633.347;65.025.783;;GT Bank;;Self-Employed;Graduate
8a858e625c8d993a015c9334d1f96fba;10/05/1992;30;Savings;32.578.937;65.289.012;;GT Bank;;;
8a858f295c8d307f015c9d627df260c1;09/07/1981;41;Savings;39.828.999;66.253.669;;Zenith Bank;;Permanent;
8a858f5e5566567d01557540adc15a20;16/05/1993;29;Other;33.009.742;65.086.026;;Diamond Bank;;Permanent;
8a858fa05c82907b015c82bc5d911e17;28/02/1988;34;Savings;38.705.617;73.607.833;;Access Bank;;Permanent;
8a858e9156e137c60156e5e9f9d85b38;12/12/1972;50;Other;33.724.362;6.609.468;;Diamond Bank;;Self-Employed;
8a858fab5cd5e1a7015cde28b9f37db3;18/08/1983;39;Savings;63.357.049;49.351.725;;Diamond Bank;;Permanent;
8a858fcf5b39c3ba015b3d6d077c4383;11/01/1981;41;Savings;45.445.533;74.866.602;;Diamond Bank;;;
8a858f495a7fafc1015a800d307d4d03;20/02/1985;37;Savings;521.363.376;72.520.964;;Sterling Bank;;Permanent;
8a858e0059416900015959ea8c801312;09/03/1995;27;Savings;32.059.219;6.643.403;;GT Bank;;Student;
8a858fcb5ca240f7015ca66d5be72ba4;28/08/1986;36;Savings;45.229.641;77.916.422;;GT Bank;;;
8a858f625c5a3697015c5e1307347932;18/09/1982;40;Savings;33.095.422;66.254.472;;Zenith Bank;;Permanent;
8a858e5b5bd99460015bdf2c189d392a;14/11/1974;48;Savings;39.016.283;74.035.417;;Union Bank;;Permanent;
8a8588d653a43f600153a832f1516034;21/11/1983;39;Other;32.676.383;66.053.554;;FCMB;;Self-Employed;
8a858e3d570f30bb0157187594143f8f;22/12/1983;39;Other;4.643.582;85.476.324;;UBA;;Permanent;
8a858e445d31e47a015d3213da101e6e;13/10/1983;39;Savings;33.395.759;65.933.677;;Access Bank;;;
8a858fdf5bf85f71015bf90560683095;11/08/1981;41;Savings;74.876.329;64.696.253;;EcoBank;;Permanent;
8a858e1d5c5a460c015c5e52353154e3;13/03/1976;46;Savings;3.331.053;65.299.821;;GT Bank;;Permanent;
8a858fe45cd62cbf015cdfb7b59f05f4;22/03/1973;49;Savings;71.163.843;48.927.909;;Access Bank;;Permanent;
8a858ffa55ca72a50155de6808cd2f3f;15/07/1985;37;Savings;33.847.199;65.601.357;;Access Bank;;Student;
8a858e885b68546c015b7ea654f32b1d;01/06/1994;28;Savings;84.967.483;857.537;;Stanbic IBTC;;Permanent;
8a858f105a4ed440015a5ba5ab1f3ca0;12/09/1992;30;Savings;33.655.858;65.891.225;;Skye Bank;;;
8a858ee45b39aa80015b3d8b581e6281;10/11/1988;34;Savings;3.598.375;6.502.705;;GT Bank;;Permanent;
8a858fc15b68ba6a015b7fa8a4f61664;11/11/1984;38;Savings;35.690.906;6.628.831;;Diamond Bank;;Permanent;
8a858f61560bc0e501561e222be3280d;22/07/1978;44;Savings;45.958.193;85.002.869;;GT Bank;;Permanent;
8a858ec45577f83e01557f8138b426a2;24/04/1988;34;Other;36.017.187;66.039.233;;Access Bank;;Permanent;
8a858f465668e3d601566ad583100ef5;18/03/1985;37;Other;39.005.501;74.253.218;;Skye Bank;;Permanent;Graduate
8a858ee9587f44aa01588138339b0769;25/08/1980;42;Savings;65.737.133;9.628.925;;GT Bank;;Permanent;
8a858f2c585375f00158688cf76b3db7;21/05/1982;40;Savings;33.693.711;64.434.022;;GT Bank;;Permanent;
8a858ee25b874ecc015b88b064453ef7;16/05/1992;30;Savings;3.530.261;64.547.469;;GT Bank;;Permanent;
8a85888c54be35040154c6000efd4066;07/09/1973;49;Other;88.630.783;9.835.895;;First Bank;;Permanent;Graduate
8a858e5e57adcb8e0157b5023bf2676e;10/08/1988;34;Savings;33.484.586;65.120.299;;GT Bank;;;
8a858e655a047d1a015a12bb060936ff;15/04/1990;32;Savings;33.130.982;6.502.111;;Skye Bank;;Permanent;
8a858fd85b685607015b7d3304aa2ff4;08/06/1975;47;Savings;79.190.482;5.003.419;;First Bank;;Permanent;
8a858ff8582fcb8601583ef69ee437b2;03/03/1987;35;Other;33.610.918;65.146.806;;Diamond Bank;;Permanent;
8a858e345bd96da8015bd9def9c624f6;15/12/1981;41;Savings;34.107.142;64.301.746;;Union Bank;;Permanent;
8a858f5f55f9698c0156004d35076ede;10/12/1994;28;Savings;52.307.533;114.464.958;;First Bank;;Student;Graduate
8a858f755af1caee015af206036c172c;25/09/1988;34;Savings;33.379.082;6.494.428;;Diamond Bank;;Permanent;
8a858959537a097401537f0fb3eb6abe;22/09/1976;46;Other;32.553.767;65.200.297;;FCMB;;Permanent;Graduate
8a858f595ccb6f86015cce7333856062;22/09/1980;42;Savings;32.808.408;65.961.396;;GT Bank;;Permanent;
8a858e005c2154c2015c25ecd0760ca2;13/10/1984;38;Savings;86.404.333;77.090.974;;GT Bank;;Permanent;
8a858eba5b681df4015b7ff8ae967c76;04/04/1986;36;Savings;33.649.085;66.001.803;;GT Bank;;Permanent;
8a858f725d65fce6015d6f5cb1342d7c;01/11/1982;40;Savings;32.964.953;64.508.089;;GT Bank;;Permanent;
8a858eb75c21a2b9015c2b5a48ba4a1e;11/06/1985;37;Savings;32.807.994;66.024.141;;Skye Bank;;Permanent;
8a858f375b493337015b494169b00e07;26/05/1986;36;Savings;33.226.808;6.626.198;;GT Bank;;Permanent;
8a858e3957d7ca4e0157dd41757b30dd;29/05/1983;39;Other;33.855.717;65.235.317;;Stanbic IBTC;;Permanent;
8a858f565b683b56015b68bf1d44335d;20/10/1987;35;Savings;39.701.467;73.515.541;;First Bank;;;
8a858e875c63d395015c72a2984d79c5;14/11/1984;38;Savings;35.069.668;66.627.094;;Zenith Bank;;Permanent;
8a858e205bcee61c015bcf7dfcf3355b;05/12/1983;39;Savings;33.346.417;64.416.745;;Access Bank;;Permanent;
8a858e0c552ae0b8015543cb7d1a5cbd;27/05/1986;36;Other;34.780.827;66.471.457;;Access Bank;;Self-Employed;
8a85893d53e2e2f30153efcc6da71f5f;28/08/1983;39;Other;74.160.931;91.127.254;;UBA;;Permanent;
8a858f61560bc0e501561c4c492609ef;31/08/1980;42;Savings;33.130.948;64.634.048;;GT Bank;;Permanent;
8a858fe756939bbb0156b1159291111a;07/09/1988;34;Savings;3.320.315;71.153.113;;Access Bank;;Permanent;
8a858f255cb1710a015cbb5a301a4768;18/11/1972;50;Savings;7.455.375;10.434.155;;GT Bank;;Permanent;
8a858e045b495c30015b54075ab043e5;20/12/1984;38;Savings;336.751;65.585.783;;Access Bank;;Permanent;
8a858e6f5cd5e874015ce084c86e2a87;19/01/1982;40;Savings;33.800.607;65.981.498;;UBA;;Permanent;
8a858f685b5dadef015b5daef51a007e;26/05/1981;41;Savings;71.167.713;62.437.084;;Diamond Bank;;Permanent;
8a858e16562dbf18015631258ed16411;24/09/1980;42;Other;39.059.862;68.418.456;;Diamond Bank;;Permanent;
8a858f60560bc43d01561c8fb7ea6af5;20/08/1978;44;Other;73.729.865;51.172.153;;First Bank;;Permanent;Graduate
8a858e105bd92644015bda5890b251e6;03/11/1991;31;Savings;74.866.233;896.469;;GT Bank;;Permanent;
8a858ef45be99ccb015bebccaa063f88;27/01/1989;33;Savings;74.452.228;90.674.426;;Fidelity Bank;;;
8a858fab5b9105dc015b9e2f0f40784b;19/06/1978;44;Savings;74.971.461;63.740.356;;First Bank;;Permanent;
8a85886f54517ee001546a2717571d36;11/03/1970;52;Savings;33.535.635;65.557.838;;First Bank;;Permanent;
8a858f465668e3d6015674d9567a2c56;14/05/1989;33;Other;98.318.497;103.539.076;;Diamond Bank;;Permanent;
8a858ef25cd0c652015cd2107ef43653;23/12/1986;36;Savings;35.940.836;6.469.178;;GT Bank;;;
8a858f5659bc0eea0159c14345343398;18/11/1984;38;Savings;73.845.347;92.654.303;;GT Bank;;Permanent;
8a8589c253ace09b0153bdb04bbc192f;22/05/1976;46;Other;66.995.755;62.015.733;;GT Bank;;Permanent;
8a858e215ca77c7f015cab1db72d2b63;03/12/1983;39;Savings;33.728.916;65.072.477;;GT Bank;;Permanent;
8a858ea35d2d2f62015d303436a80590;20/05/1977;45;Savings;74.925.965;902.979;;GT Bank;;Permanent;
8a858ec6560bc09801561cbec2c77a45;16/07/1982;40;Savings;45.597.024;77.840.044;;GT Bank;;Permanent;
8aab10f748cf78ff0148d11fac1447a6;17/05/1976;46;Savings;33.000.909;66.671.559;;First Bank;OBA AKRAN;Permanent;Primary
8a858fe45a760203015a79d74d461d88;15/11/1988;34;Savings;33.243.015;71.474.306;;GT Bank;;Permanent;
8a858eba5c884d2a015c9528bd4f239b;26/02/1985;37;Savings;44.693.264;78.638.102;;Zenith Bank;;Permanent;
8a858f085cf4e173015cf7d609e2007a;15/03/1990;32;Savings;74.054.924;91.040.348;;First Bank;;Permanent;
8a858e705cb15527015cbfa1139f5368;08/06/1995;27;Savings;34.221.133;64.258.667;;Access Bank;;Permanent;
8a858e675c3fe0a1015c52ff728c13e3;02/05/1979;43;Savings;73.974.283;91.230.074;;Zenith Bank;;;
8a858f555cacacdf015cb0d734197a92;01/10/1989;33;Savings;33.752.732;65.292.365;;Access Bank;;Permanent;
8a858f565b683b56015b800206d93f22;26/11/1986;36;Savings;371.897;64.722.136;;Zenith Bank;;Permanent;
8a8589595384a85301538ab9e183018a;18/01/1996;26;Other;32.127.303;67.487.142;;FCMB;;Self-Employed;
8a858e225a1e98ab015a1f5c431d33b4;07/02/1989;33;Savings;32.746.999;64.691.034;;Diamond Bank;;Permanent;
8a8589b953bc23f70153c60c56b21c00;08/02/1989;33;Savings;3.530.232;64.556.477;;Access Bank;;Permanent;Secondary
8a858f1a5b66e6d6015b66ebd451051b;24/03/1987;35;Savings;3.427.575;64.347.986;;GT Bank;;Permanent;
8a858f5856373f8801564d08bbbf26f4;07/07/1985;37;Other;88.662.468;98.710.858;;First Bank;;Permanent;
8a8589af547ff51b015485b51dfa66b3;10/09/1974;48;Savings;34.004.783;71.697.113;;Fidelity Bank;;Unemployed;Graduate
8a858fbd5cd6054a015ce61d008912a3;05/05/1983;39;Savings;32.717.225;65.582.169;;Diamond Bank;;Permanent;
8a858fc65c7e0e55015c7e18140c0551;19/09/1981;41;Savings;74.474.317;104.460.615;;First Bank;;Permanent;
8a858e5357c8273b0157cf6403254f68;17/04/1995;27;Other;52.582.831;130.156.608;;GT Bank;;Self-Employed;Graduate
8a858fc45c21da6f015c33c76537691b;04/07/1984;38;Savings;1.204.416;94.550.457;;Fidelity Bank;;Permanent;
8a858eed5a476a3c015a47967d2e18f3;29/11/1988;34;Savings;73.592.521;90.624.415;;Access Bank;;Permanent;
8a858e9d5bfd7037015c07cdd6f1278d;31/10/1975;47;Savings;35.662.441;64.677.104;;Access Bank;;Permanent;
8a858f9a5c885f42015c8d0b01a33781;02/05/1974;48;Savings;38.731.581;73.501.191;;Diamond Bank;;Permanent;
8a858fb45bb59c21015bc44544c91e59;17/04/1986;36;Savings;6.324.669;4.939.308;;First Bank;;Permanent;
8a858e725c360240015c3710db1f3e44;11/06/1983;39;Savings;33.620.835;64.901.739;;GT Bank;;Permanent;
8a858e79568ec7de0156931b1c6d3ab0;15/04/1984;38;Savings;4.596.787;84.438.462;;GT Bank;;Permanent;
8a858f065b1fe50a015b20ca1b6776de;10/07/1992;30;Savings;33.179.602;65.372.684;;GT Bank;;;
8a858f335cea21f8015ceda4e4cd5776;20/03/1987;35;Savings;33.126.108;65.316.434;;GT Bank;;Permanent;
8a858e6656322b0f01564b5e36130b95;03/05/1975;47;Other;36.441.545;68.365.592;;Access Bank;;Permanent;
8a858edf594a45ed01597ad745966db1;20/05/1981;41;Savings;73.308.908;91.505.348;;GT Bank;;Permanent;
8a858eea5d1d99d3015d21a1ab3c17ff;30/06/1964;58;Savings;33.563.606;65.992.085;;GT Bank;;Permanent;
8a858f1e5cef1d91015cef5030131bfd;04/05/1979;43;Savings;32.619.772;65.283.098;;GT Bank;;;
8a858fc55b2fde30015b32b1b8a7763c;06/01/1986;36;Savings;70.553.898;89.352.973;;First Bank;;Permanent;
8a858fa35871618e0158775c47d17113;21/05/1976;46;Savings;59.101.005;69.624.454;;First Bank;;Permanent;
8a858ffd5b391849015b392ab12c145c;11/06/1990;32;Savings;3.268.195;667.134;;Access Bank;;;
8a858fd05bfd7d3c015c0c8b72ce4682;03/12/1985;37;Savings;633.319;49.476.344;;Stanbic IBTC;;Permanent;
8a688b474ed5e088014ed8b6c50c5f51;13/11/1988;34;Savings;33.081.619;66.490.094;;First Bank;3, OBA AKRAN;Permanent;Graduate
8a858ffa55ca72a50155d49947914143;05/01/1990;32;Other;33.933.293;7.138.554;;UBA;;Permanent;Post-Graduate
8a85888c54be35040154c75baed346d0;04/03/1991;31;Savings;74.968.078;90.318.685;;UBA;;Permanent;
8a858eb858b1a6d20158b90ccf8a1298;26/07/1992;30;Savings;45.835.012;77.992.992;;UBA;;;
8a858ece5c88b58b015c8cc6fb1660ac;22/03/1985;37;Savings;74.708.884;90.744.325;;UBA;;Permanent;
8a858f065b1fe50a015b20ecfb9c00b0;06/02/1985;37;Savings;55.802.714;6.372.155;;GT Bank;;;
8a858ee0564adc5001565b13d2465aea;25/12/1994;28;Savings;35.086.783;66.486.167;;Union Bank;;Permanent;
8a8588dc5384a05f0153a3e02aa271a9;03/02/1977;45;Other;3.323.625;66.451.994;;GT Bank;;Permanent;Graduate
8a858e255557edfe015573404b8a167f;02/07/1975;47;Savings;33.535.824;6.595.419;;GT Bank;;Permanent;
8a858e345bd96da8015be74e2d845157;12/03/1976;46;Savings;33.721.168;6.640.538;;UBA;;Permanent;
8a858f0d5a859ac0015a868626a85d8c;06/06/1992;30;Savings;86.346.108;77.077.938;;GT Bank;;Permanent;
8a858ebd5b254c8b015b30e464503bb2;24/02/1987;35;Savings;33.286.609;71.366.224;;UBA;;;
8a858eba5591bf2801559684235d225f;21/05/1970;52;Savings;33.427.976;66.031.979;;Heritage Bank;;Permanent;
8a858f2c58dc6e680158df6c91293adc;06/04/1986;36;Savings;33.168.761;67.107.962;;FCMB;;;
8a858e3e5922ba430159604e0bc87433;29/09/1988;34;Savings;35.701.631;67.927.679;;Zenith Bank;;Permanent;
8a858e535bab293b015bb3adfe690ad4;25/12/1985;37;Savings;70.463.154;55.022.333;;Diamond Bank;;Permanent;
8a858fa25bd92c20015be6644ca22cff;26/02/1980;42;Savings;34.953.804;67.034.102;;GT Bank;;Permanent;
8a858f975c4582c4015c54619e9b7e2b;29/07/1983;39;Savings;39.016.342;74.449.329;;Skye Bank;;Permanent;
8a858e795b204ffc015b20a20c631a0f;29/06/1981;41;Savings;35.900.188;64.978.124;;GT Bank;;Permanent;
8a858e045cd5b1d6015cdb5446b34af8;02/08/1979;43;Savings;75.105.667;64.173.765;;First Bank;;Permanent;
8a858f445d41ebbe015d4d646b946dec;14/04/1981;41;Savings;32.796.334;6.706.691;;GT Bank;;Permanent;
8a858fba570ca86401570e9e31230e2e;12/07/1977;45;Other;32.808.408;66.554.898;;GT Bank;;Self-Employed;
8a858f515d3c8b43015d3d75e17056ac;16/03/1983;39;Savings;88.803.568;9.934.389;;Access Bank;;Permanent;
8a858fc65c7e0e55015c7f8126b8672a;26/08/1987;35;Savings;33.711.616;65.146.214;;GT Bank;;Permanent;
8a858e8f5d41c974015d4529ae0f1220;06/12/1963;59;Savings;39.720.595;7.337.389;;GT Bank;;Permanent;
8a858f055b15b8d3015b16aac9694e88;03/01/1979;43;Savings;8.391.869;89.123.113;;Diamond Bank;;Permanent;
8a858f7e5c213ef4015c25e43b891f67;28/01/1963;59;Savings;70.648.017;48.190.983;;UBA;;Permanent;
8a858e1c56dfea870156e1cca79f084d;17/05/1984;38;Other;35.108.375;66.159.321;;Skye Bank;;Self-Employed;Secondary
8a858f1f5c59cd91015c5e2eca1f1a04;12/10/1980;42;Savings;45.899.083;84.963.933;;GT Bank;;Permanent;
8a858ff25c88461c015c885b45fb0b28;24/04/1979;43;Savings;51.954.733;75.710.833;;Diamond Bank;;Permanent;
8a858e4b5a94ae68015aa2b2bc5941b4;25/06/1988;34;Savings;33.672.242;65.669.041;;Stanbic IBTC;;Permanent;
8a858eb65c3b3074015c441b25e37f6e;13/08/1991;31;Savings;33.721.476;66.735.229;;GT Bank;;Permanent;
8a858e4357be1daf0157bebb3c4c6fa3;24/07/1991;31;Other;39.591.321;6.832.495;;GT Bank;;Self-Employed;Secondary
8a858faf5679a838015679c459720d76;20/01/1994;28;Other;58.506.371;55.348.158;;First Bank;;Permanent;Secondary
8a858fd95b58cd70015b58e4ae861097;13/02/1992;30;Savings;34.256.791;64.400.529;;UBA;;Permanent;
8a858fbd59acee6a0159adcc397f059a;06/05/1994;28;Savings;33.641.687;65.508.146;;First Bank;;Permanent;
8a858faf5679a83801568bbe45ff3d3d;22/10/1980;42;Savings;33.672.242;66.085.754;;GT Bank;;Permanent;
8a858ea4582fcdc801583359de3754df;07/06/1989;33;Other;88.805.167;988.297;;GT Bank;;Permanent;Graduate
8a858f115cea8545015cee54a7486425;16/10/1981;41;Savings;73.876.194;92.566.768;;First Bank;;Permanent;
8a858e395cb1d4d9015cb4935f513aae;19/11/1985;37;Savings;74.454.289;10.516.369;;Access Bank;;Permanent;
8a8589a453bc422d0153d05a844b6792;17/07/1987;35;Savings;45.232.975;7.518.671;;First Bank;;Permanent;
8a858fc65cf978f4015cf98b8cc20d68;14/12/1983;39;Savings;38.981.503;73.255.704;;GT Bank;;;
8a858fad5bf85d5e015bf8a88d381dd3;02/05/1975;47;Savings;35.207.152;66.769.548;;First Bank;;Permanent;
8a858e44573d4b37015750d2bd534777;19/03/1982;40;Other;33.406.333;6.468.805;;GT Bank;;Self-Employed;
8a85893d53f104eb01540e4ca76369ad;02/08/1980;42;Savings;7.498.161;89.543.729;;First Bank;;Permanent;Post-Graduate
8a8589045384bd8301538f539eb13617;12/11/1989;33;Other;5.202.541;129.988.957;;Diamond Bank;;Permanent;
8a858ee55cb156e6015cc16bd9852bb8;12/06/1988;34;Savings;38.545.554;73.458.189;;GT Bank;;Permanent;
8a858f265c2187bd015c298ca7e642cc;01/07/1981;41;Savings;3.860.145;73.170.617;;Diamond Bank;;;
8a858f60560bc43d01560f01835b4a41;22/09/1980;42;Savings;33.395.146;71.345.618;;Diamond Bank;;Student;Graduate
8a858e255557edfe01555f78e7df06dd;03/05/1983;39;Other;56.163.156;63.024.174;;First Bank;;Self-Employed;Post-Graduate
8a858efd5ca70688015ca7128fa305bd;24/12/1980;42;Savings;3.258.317;67.468.349;;GT Bank;;;
8a858f2f54e28d530154f1ba3a8f37c9;21/07/1987;35;Savings;30.753.597;6.507.543;;Zenith Bank;;Self-Employed;
8a858f415686c0ab0156932bc72861e0;30/10/1989;33;Other;33.862.318;65.750.342;;GT Bank;;Permanent;Graduate
8a858fec5bd3dede015bd4099d5f1c53;20/05/1988;34;Savings;38.796.896;73.863.807;;First Bank;;Permanent;
8a858e7e5b159af5015b16e181485f15;11/05/1980;42;Savings;52.375.982;76.443.371;;First Bank;;Permanent;
8a858f735aec46c4015aece4cfa14726;03/03/1983;39;Savings;33.839.754;6.543.607;;GT Bank;;Permanent;
8a858e0a5a85cfaa015a85f21a5e0bea;29/09/1970;52;Savings;38.709.075;73.979.711;;GT Bank;;;
8a858e585693982b01569ad52d7b1498;26/11/1987;35;Other;45.061.868;85.118.187;;Access Bank;;Permanent;
8a858e4f5929c3df01595086e6cd773f;15/05/1983;39;Savings;63.571.467;4.953.465;;Keystone Bank;;Permanent;
8a858edf5c69a538015c78ef1f506bd2;17/06/1983;39;Savings;33.897.111;71.451.183;;EcoBank;;Permanent;
8a858fb45b58ee3b015b5974123a35b9;23/05/1983;39;Savings;88.814.441;99.280.136;;First Bank;;Permanent;
8a858f255cb1710a015cc4e5d1cf69b5;14/02/1984;38;Savings;74.190.954;9.111.675;;GT Bank;;Permanent;
8a858e8455f82b560155f960fac10f68;17/11/1975;47;Other;32.984.583;65.998.917;;GT Bank;;Self-Employed;
8a858ed25bf83782015bfb706c897db3;05/05/1987;35;Savings;35.157.752;6.669.446;;EcoBank;;Permanent;
8a858fa95c695f85015c7806a0387faa;01/07/1984;38;Savings;33.815.688;65.311.877;;Zenith Bank;;Unemployed;
8a858e0d5aa8e240015aa8fb5bc5165f;26/04/1978;44;Savings;34.183.333;6.610.727;;UBA;;Permanent;
8a858fe95c88ee44015c8b93b7164cd4;17/07/1994;28;Savings;38.971.017;68.168.883;;UBA;;;
8a858e495d1e235c015d2bcddad44cd9;22/08/1986;36;Savings;92.846.221;71.616.144;;First Bank;;Permanent;
8a858fb45bb59c21015bbb7beff83c2d;14/02/1985;37;Savings;48.296.705;70.846.342;;Zenith Bank;;Permanent;
8a858ec95afc0922015aff4399e77a12;04/12/1971;51;Savings;33.527.345;66.040.979;;First Bank;;Permanent;
8a858f7e5c69a6e3015c69b6aba2072e;19/05/1984;38;Savings;63.178.448;49.410.471;;Access Bank;;;
8a8588fd53c244bc0153c6628bb40fe5;25/04/1973;49;Savings;32.959.368;66.383.798;;Access Bank;;Permanent;Graduate
8a858f9d5a4ceb8f015a4d4dd6f0284e;12/05/1978;44;Current;74.738.063;90.282.216;;UBA;;Permanent;
8a8589f853f100fb01540a6faacb4e74;21/05/1985;37;Other;112.992.888;98.277.089;;GT Bank;;Permanent;
8a858e5e57adcb8e0157ae03888418ff;06/11/1976;46;Savings;65.001.441;95.756.007;;GT Bank;;Permanent;Graduate
8a858f405d13c45f015d1407060e316e;07/07/1986;36;Savings;45.564.788;85.058.795;;GT Bank;;Permanent;
8a85891e53ad0e6b0153bde2fece1bef;11/01/1984;38;Savings;3.359.517;66.786.514;;First Bank;;Self-Employed;Graduate
8a858e0f5c45466f015c518a7d2e5bbe;16/12/1992;30;Savings;73.585.564;89.748.124;;Skye Bank;;Permanent;
8a858e965b5e1b91015b60d410a170e9;14/04/1991;31;Savings;38.685.527;73.652.424;;First Bank;;Permanent;
8a858fd25a1dc72f015a1dcba1230448;22/08/1990;32;Savings;70.453.072;48.119.016;;Skye Bank;;Permanent;
